,originaldata_id,tokens_input_ids,tokens_input,tokens_merged,lrp,label
70,r2-0019349,"[101, 2026, 6898, 2018, 24165, 1998, 18168, 12260, 2102, 2007, 7975, 2008, 2001, 2006, 11968, 2007, 2242, 2008, 2017, 2052, 2131, 2012, 1037, 7570, 11306, 2015, 1006, 2662, 6350, 4677, 1007, 1012, 2009, 2001, 2307, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['my', 'boyfriend', 'had', 'sausage', 'and', 'omelet', 'with', 'chicken', 'that', 'was', 'on', 'par', 'with', 'something', 'that', 'you', 'would', 'get', 'at', 'a', 'hobees', '(', 'california', 'breakfast', 'chain', ').', 'it', 'was', 'great.']","['my', 'boyfriend', 'had', 'sausage', 'and', 'omelet', 'with', 'chicken', 'that', 'was', 'on', 'par', 'with', 'something', 'that', 'you', 'would', 'get', 'at', 'a', 'hobees', '(california', 'breakfast', 'chain', ').', 'it', 'was', 'great.']","[-0.018804611638188362, -0.0026791938580572605, 0.007158976513892412, -0.021954866126179695, -0.005248005967587233, -0.006824353709816933, 0.029342131689190865, -0.04210798442363739, -0.009370246902108192, -0.028513647615909576, 0.011757009662687778, 0.001441256725229323, -0.014796384610235691, -0.021666958928108215, -0.0256662517786026, 0.005619535222649574, 0.0396076999604702, -0.005428939126431942, 0.00958024337887764, -0.019759440794587135, -0.03303471580147743, -0.008032550103962421, 0.024706967175006866, -0.031382083892822266, -0.04298590123653412, 0.006481751799583435, -0.008305203169584274, -0.0331154465675354]",positive
71,r2-0019354,"[101, 4445, 1996, 19575, 2930, 4496, 1996, 13882, 1013, 4319, 3573, 2181, 2018, 1005, 7861, 1012, 2057, 2020, 6517, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['neither', 'the', 'discount', 'section', 'nor', 'the', 'pharmacy', '/', 'drug', 'store', 'area', ""had'em."", 'we', 'were', 'sad.']","['neither', 'the', 'discount', 'section', 'nor', 'the', 'pharmacy', '/', 'drug', 'store', 'area', ""had'em."", 'we', 'were', 'sad.']","[0.00833791121840477, -0.012191575020551682, 0.006293953862041235, -0.03785872831940651, 0.004539738409221172, 0.0027922748122364283, 0.041328128427267075, 0.009220002219080925, 0.009520505554974079, 0.04842546582221985, -0.03376752883195877, 0.017288900911808014, 0.05535425245761871, -0.032454974949359894, 0.003993614111095667]",negative
72,r2-0019355,"[101, 2025, 2445, 2019, 5724, 2000, 2344, 2028, 2030, 2681, 2026, 18558, 1999, 2553, 2028, 2234, 1999, 1012, 1045, 6283, 2009, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['not', 'given', 'an', 'option', 'to', 'order', 'one', 'or', 'leave', 'my', 'info', 'in', 'case', 'one', 'came', 'in.', 'i', 'hated', 'it.']","['not', 'given', 'an', 'option', 'to', 'order', 'one', 'or', 'leave', 'my', 'info', 'in', 'case', 'one', 'came', 'in.', 'i', 'hated', 'it.']","[-0.02249610796570778, -0.02770504169166088, 0.0026098184753209352, -0.014499970711767673, 0.0032501204404979944, -0.003743270877748728, -0.007273426279425621, -0.02004186436533928, -0.012331536039710045, -0.007945067249238491, -0.032427698373794556, 0.007354500703513622, 0.07239056378602982, 0.006745724938809872, 0.011691913940012455, 0.01812891662120819, -0.02109079249203205, 0.0005092863575555384, 0.01883612386882305]",negative
73,r2-0019357,"[101, 2027, 2031, 1037, 2898, 2846, 1997, 3528, 2005, 2017, 2000, 5454, 2013, 1998, 1996, 2833, 2003, 3492, 4840, 5834, 2006, 1996, 2420, 2017, 2175, 1012, 1045, 16755, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['they', 'have', 'a', 'wide', 'range', 'of', 'variety', 'for', 'you', 'to', 'choose', 'from', 'and', 'the', 'food', 'is', 'pretty', 'fresh', 'depending', 'on', 'the', 'days', 'you', 'go.', 'i', 'recommend']","['they', 'have', 'a', 'wide', 'range', 'of', 'variety', 'for', 'you', 'to', 'choose', 'from', 'and', 'the', 'food', 'is', 'pretty', 'fresh', 'depending', 'on', 'the', 'days', 'you', 'go.', 'i', 'recommend']","[-0.020894989371299744, -0.009237101301550865, 0.005644767079502344, 0.02754143811762333, 0.0011475831270217896, -0.014277515932917595, -0.03846951201558113, 0.024737520143389702, 0.01146615669131279, -0.018577206879854202, -0.009284332394599915, -0.011432231403887272, 0.024849234148859978, -0.010140163823962212, -0.029494566842913628, -0.03834191709756851, -0.00033886951860040426, 0.007573798764497042, 0.02920953556895256, -0.0149005725979805, -0.007235332392156124, 0.002071080496534705, 0.0011264134664088488, 0.003863056655973196, -0.0052817692048847675, 0.015925602987408638]",positive
74,r2-0019358,"[101, 1042, 10139, 1010, 1996, 2171, 2689, 2134, 2102, 8687, 2135, 8081, 10392, 26587, 2030, 27547, 9432, 2015, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['fyi,', 'the', 'name', 'change', 'didnt', 'magically', 'fix', 'fantastic', 'fridays', 'or', 'terrific', 'thursdays']","['fyi,', 'the', 'name', 'change', 'didnt', 'magically', 'fix', 'fantastic', 'fridays', 'or', 'terrific', 'thursdays']","[-0.019557474181056023, -0.02369692735373974, -0.0021085042972117662, -0.04055982828140259, 0.005760363768786192, -0.03304586187005043, 0.019271142780780792, 0.00756530836224556, -0.010442489758133888, -0.032351840287446976, 0.0346444696187973, 0.011464261449873447]",negative
75,r2-0019359,"[101, 5493, 2000, 5587, 18140, 2011, 1996, 4327, 2008, 2002, 2657, 1996, 2878, 2466, 2061, 1045, 3984, 2069, 1045, 2001, 7144, 1012, 1045, 2066, 2108, 7144, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['edited', 'to', 'add', 'correction', 'by', 'the', 'colonel', 'that', 'he', 'heard', 'the', 'whole', 'story', 'so', 'i', 'guess', 'only', 'i', 'was', 'drunk.', 'i', 'like', 'being', 'drunk.']","['edited', 'to', 'add', 'correction', 'by', 'the', 'colonel', 'that', 'he', 'heard', 'the', 'whole', 'story', 'so', 'i', 'guess', 'only', 'i', 'was', 'drunk.', 'i', 'like', 'being', 'drunk.']","[-0.014486080035567284, 0.050467345863580704, 0.04431622102856636, 0.03871877118945122, 0.03800476714968681, 0.01632860116660595, -0.028538493439555168, 0.03449474647641182, 0.0031966608949005604, 0.0003829189809039235, -0.011585673317313194, 0.017460959032177925, -0.04319693148136139, -0.027093447744846344, 0.017811579629778862, -0.03396385535597801, 0.002515645232051611, 0.01634044013917446, -0.01197824627161026, 0.02336527220904827, 0.00038421672070398927, 0.003326325910165906, 0.0029678603168576956, -0.030682792887091637]",neutral
76,r2-0019362,"[101, 1045, 2031, 2000, 6449, 2008, 1045, 1005, 1049, 1037, 2978, 25352, 2138, 9724, 2864, 1999, 1037, 3232, 1997, 1996, 3248, 2045, 1012, 1045, 2293, 9724, 2015, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['i', 'have', 'to', 'admit', 'that', ""i'm"", 'a', 'bit', 'biased', 'because', 'olive', 'performed', 'in', 'a', 'couple', 'of', 'the', 'plays', 'there.', 'i', 'love', 'olives.']","['i', 'have', 'to', 'admit', 'that', ""i'm"", 'a', 'bit', 'biased', 'because', 'olive', 'performed', 'in', 'a', 'couple', 'of', 'the', 'plays', 'there.', 'i', 'love', 'olives.']","[-0.009617284871637821, 0.005118078086525202, -0.014138076454401016, 0.017234664410352707, -0.020990826189517975, -0.008283069357275963, 0.24408641457557678, 0.03532421961426735, -0.00999893993139267, 0.047248926013708115, -0.012191450223326683, -0.009380120784044266, 0.0060016862116754055, 0.01693899929523468, -0.003023608820512891, -0.02022971585392952, 0.0017447149148210883, -0.010542763397097588, -0.023238562047481537, -0.011423545889556408, -0.004479020368307829, 0.003640292678028345]",positive
77,r2-0019363,"[101, 1996, 3517, 11552, 25545, 2003, 16330, 24528, 29201, 10050, 2135, 1999, 4507, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['the', 'expected', 'elegant', 'decor', 'is', 'evaluated', 'contradictorily', 'in', 'reality.']","['the', 'expected', 'elegant', 'decor', 'is', 'evaluated', 'contradictorily', 'in', 'reality.']","[-0.025398435071110725, 0.0254549290984869, -0.04760577529668808, -0.04757733643054962, -0.04380204156041145, 0.007591211702674627, 0.11426089704036713, -0.022798623889684677, -0.013914468698203564]",negative
78,r2-0019365,"[101, 2017, 2097, 3280, 5870, 2012, 2023, 3124, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['you', 'will', 'die', 'laughing', 'at', 'this', 'guy.']","['you', 'will', 'die', 'laughing', 'at', 'this', 'guy.']","[-0.012617087922990322, -0.0065835462883114815, 0.08456870168447495, 0.02748074010014534, -0.0015399862313643098, -0.05173466354608536, -0.015532911755144596]",negative
79,r2-0019371,"[101, 2023, 6617, 3006, 2003, 2200, 2502, 1010, 2021, 1045, 2001, 2583, 2000, 2131, 2087, 1997, 1996, 4840, 5909, 1998, 11546, 2008, 1045, 2734, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['this', 'farmers', 'market', 'is', 'very', 'big,', 'but', 'i', 'was', 'able', 'to', 'get', 'most', 'of', 'the', 'fresh', 'fruit', 'and', 'vegetables', 'that', 'i', 'needed.']","['this', 'farmers', 'market', 'is', 'very', 'big,', 'but', 'i', 'was', 'able', 'to', 'get', 'most', 'of', 'the', 'fresh', 'fruit', 'and', 'vegetables', 'that', 'i', 'needed.']","[0.014411939308047295, 0.008110475726425648, -0.0011851865565404296, -0.014373247511684895, 0.005566084291785955, 0.014779497869312763, -0.0012307618744671345, 0.004690023139119148, -0.1883002519607544, -0.14861950278282166, 0.005177299026399851, -0.034064456820487976, -0.014523444697260857, 0.030307456851005554, 0.009252182208001614, 0.010228528641164303, 0.02103612758219242, -0.007286903448402882, 0.0036473069339990616, 0.024829575791954994, -0.023829687386751175, -0.0008863090770319104]",positive
80,r2-0019372,"[101, 7708, 6240, 22732, 2229, 2024, 19424, 3272, 2005, 2023, 4435, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['frozen', 'meat', 'patties', 'are', 'disgusting', 'except', 'for', 'this', 'brand.']","['frozen', 'meat', 'patties', 'are', 'disgusting', 'except', 'for', 'this', 'brand.']","[-0.015158843249082565, 0.008079125545918941, -0.014903875067830086, -0.011524833738803864, 0.01673516258597374, -0.030077889561653137, 0.004066484048962593, -0.05510396882891655, 0.02293296344578266]",negative
81,r2-0019373,"[101, 2009, 2001, 2028, 1044, 1011, 1011, 1048, 1997, 1037, 2265, 999, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['it', 'was', 'one', 'h', '-', '-', 'l', 'of', 'a', 'show!']","['it', 'was', 'one', 'h--', 'l', 'of', 'a', 'show!']","[0.025922497734427452, 0.0459277518093586, 0.04289064183831215, -0.09529206855222583, 0.07500962167978287, 0.0009342498960904777, -0.007788901217281818, 0.0058242566883563995]",positive
82,r2-0019374,"[101, 2027, 8794, 2135, 3715, 1019, 1003, 2062, 1998, 2079, 2019, 6429, 2498, 4469, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['they', 'gratefully', 'charge', '5', '%', 'more', 'and', 'do', 'an', 'amazing', 'nothing', 'extra.']","['they', 'gratefully', 'charge', '5%', 'more', 'and', 'do', 'an', 'amazing', 'nothing', 'extra.']","[-0.01961856335401535, 0.011842646636068821, -0.03466954454779625, 0.004003483802080154, 0.003570580156520009, 0.04818118363618851, 0.0071826232597231865, -0.01200252864509821, 0.0067184604704380035, 0.010192044079303741, 0.039969027042388916]",positive
83,r2-0019375,"[101, 4465, 2001, 2200, 4306, 1998, 20810, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['sunday', 'was', 'very', 'crowd', 'and', 'noisy']","['sunday', 'was', 'very', 'crowd', 'and', 'noisy']","[0.024233702570199966, 0.04057672992348671, -0.03349580988287926, -0.01722824014723301, 0.027722414582967758, 0.0017701293108984828]",negative
84,r2-0019378,"[101, 1045, 1005, 1049, 2025, 2013, 2105, 1996, 2181, 2021, 2253, 2006, 6300, 14277, 2015, 6040, 1012, 2009, 2001, 14044, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""i'm"", 'not', 'from', 'around', 'the', 'area', 'but', 'went', 'on', 'yelps', 'advice.', 'it', 'was', 'helpful']","[""i'm"", 'not', 'from', 'around', 'the', 'area', 'but', 'went', 'on', 'yelps', 'advice.', 'it', 'was', 'helpful']","[0.045442331582307816, 0.012439248152077198, -0.030757812783122063, -0.013034401461482048, -0.026985319331288338, 0.03438180312514305, -0.021542420610785484, 0.05169205740094185, -0.016464591026306152, 0.004921934567391872, -0.014041531831026077, 0.043631959706544876, -0.018825015053153038, -0.033714041113853455]",positive
85,r2-0019380,"[101, 10036, 2173, 1998, 2009, 2038, 2109, 8903, 10747, 2015, 999, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['cheap', 'place', 'and', 'it', 'has', 'used', 'rubber', 'seatings!']","['cheap', 'place', 'and', 'it', 'has', 'used', 'rubber', 'seatings!']","[0.0383450910449028, -0.00580613873898983, -0.043219372630119324, 0.054046016186475754, -0.0344540998339653, -0.010658944956958294, 0.1367596983909607, 0.0473211444914341]",negative
86,r2-0019382,"[101, 2027, 2113, 2054, 2027, 2024, 3331, 2055, 2043, 2009, 3310, 2000, 1996, 2088, 1997, 5404, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['they', 'know', 'what', 'they', 'are', 'talking', 'about', 'when', 'it', 'comes', 'to', 'the', 'world', 'of', 'beer.']","['they', 'know', 'what', 'they', 'are', 'talking', 'about', 'when', 'it', 'comes', 'to', 'the', 'world', 'of', 'beer.']","[0.015440118499100208, -0.017945196479558945, 0.009587514214217663, 0.01979058049619198, -0.03026488795876503, -0.01349057536572218, 0.02398267574608326, -0.0600939504802227, 0.01367342472076416, 0.0024339142255485058, -0.0029063322581350803, 0.05306210368871689, 0.0892152264714241, 0.032247692346572876, 0.026610469445586205]",neutral
87,r2-0019384,"[101, 1045, 6118, 16755, 1996, 4825, 1012, 2065, 2017, 2024, 6397, 1998, 2031, 2053, 5510, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['i', 'strongly', 'recommend', 'the', 'restaurant.', 'if', 'you', 'are', 'blind', 'and', 'have', 'no', 'taste.']","['i', 'strongly', 'recommend', 'the', 'restaurant.', 'if', 'you', 'are', 'blind', 'and', 'have', 'no', 'taste.']","[-0.05855809152126312, 9.035388939082623e-05, 0.00045877695083618164, -0.001294782618060708, 0.07409894466400146, -0.022566678002476692, -0.0014887804863974452, -0.0033275270834565163, -0.019274478778243065, 0.015090682543814182, 0.010399587452411652, -0.017432071268558502, 0.019562652334570885]",negative
88,r2-0019385,"[101, 1045, 2347, 1005, 1056, 7622, 1012, 2045, 2024, 4408, 1010, 14231, 1010, 3733, 1011, 2000, 1011, 3191, 12183, 2015, 1999, 2392, 1997, 1996, 4236, 2008, 14057, 2135, 6987, 2035, 2037, 12183, 5167, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['i', ""wasn't"", 'impressed.', 'there', 'are', 'bright,', 'colorful,', 'easy', '-', 'to', '-', 'read', 'menus', 'in', 'front', 'of', 'the', 'register', 'that', 'conveniently', 'detail', 'all', 'their', 'menu', 'items.']","['i', ""wasn't"", 'impressed.', 'there', 'are', 'bright,', 'colorful,', 'easy-to', '-', 'read', 'menus', 'in', 'front', 'of', 'the', 'register', 'that', 'conveniently', 'detail', 'all', 'their', 'menu', 'items.']","[-0.019638925790786743, -0.000396694551454857, 0.03002937138080597, 0.024819612503051758, 0.007901548407971859, -0.00732085295021534, 0.019491231068968773, 0.07738372217863798, -0.006619047373533249, 0.011781791225075722, 0.011789189651608467, -0.013177448883652687, 0.0024140584282577038, -0.02534935250878334, -0.009818457067012787, -0.0034522961359471083, -0.0498562790453434, -0.001777153229340911, -0.007206417620182037, 0.007572169415652752, 0.0017980129923671484, -0.018655341118574142, 0.0031100346241146326]",negative
