,originaldata_id,tokens_input_ids,tokens_input,tokens_merged,attention,label
114,r2-0019429,"[0, 100, 21, 174, 38, 56, 7, 1874, 160, 127, 2189, 11, 645, 7, 28, 2033, 25, 10, 3186, 17220, 35093, 6, 117, 936, 4, 85, 21, 1531, 8, 1365, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['I', 'was', 'told', 'I', 'had', 'to', 'drop', 'off', 'my', 'records', 'in', 'order', 'to', 'be', 'approved', 'as', 'a', 'patient....fine,', 'no', 'problem.', 'It', 'was', 'fun', 'and', 'easy.']","['I', 'was', 'told', 'I', 'had', 'to', 'drop', 'off', 'my', 'records', 'in', 'order', 'to', 'be', 'approved', 'as', 'a', 'patient....fine,', 'no', 'problem.', 'It', 'was', 'fun', 'and', 'easy.']","[1.9230353610563697, 2.0844883830358265, 2.2910161434505465, 1.755281702494767, 2.2334285143987893, 2.5142876249742727, 2.3081929851870386, 2.2316770785242657, 1.9836145278241497, 2.911293009356759, 2.6598795800163915, 1.9129089677623303, 2.7180766153109084, 2.7771509479723906, 2.4622297791638075, 2.223726188732496, 2.3002971721865095, 2.279241358803242, 2.7156798044798363, 2.9767571286159886, 5.11254054974412, 1.9259698436339387, 2.7360085578074225, 2.8239987737193046, 2.4405964140179064]",positive
115,r2-0019430,"[0, 18776, 16, 7619, 18162, 1769, 7, 2519, 7, 143, 1047, 4, 2011, 6, 2635, 630, 75, 5152, 11, 39, 471, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['Rob', 'is', 'freaky', 'fast', 'to', 'respond', 'to', 'any', 'email.', 'Like,', 'slow', ""doesn't"", 'exist', 'in', 'his', 'head.']","['Rob', 'is', 'freaky', 'fast', 'to', 'respond', 'to', 'any', 'email.', 'Like,', 'slow', ""doesn't"", 'exist', 'in', 'his', 'head.']","[3.39074700359224, 2.894073914299014, 2.3345783197014702, 2.9316045657546024, 3.0796871357260938, 3.3388813058640503, 2.7167658616868335, 3.0681857154975747, 2.8436739128810355, 3.2698458364088174, 4.117598449768782, 2.9233220474758648, 6.29991098737201, 3.1787859852879796, 3.1695882170886214, 3.214194237247209]",positive
116,r2-0019432,"[0, 22817, 259, 546, 13, 2065, 2238, 22658, 19, 70, 9, 5, 4190, 1033, 6, 8, 989, 19, 10, 14072, 9, 6633, 689, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['Come', 'here', 'looking', 'for', 'traditional', 'Korean', 'BBQ', 'with', 'all', 'of', 'the', 'fixings,', 'and', 'leave', 'with', 'a', 'sack', 'of', 'Mall', 'food.']","['Come', 'here', 'looking', 'for', 'traditional', 'Korean', 'BBQ', 'with', 'all', 'of', 'the', 'fixings,', 'and', 'leave', 'with', 'a', 'sack', 'of', 'Mall', 'food.']","[3.4694902859477232, 2.954969901194291, 2.7545605188406315, 3.486125754558441, 2.8503789044828762, 2.5925606151201475, 2.5196803211603793, 2.8435489593288996, 2.8557296772441716, 2.5833872571869545, 3.1050977781184956, 2.850110040218815, 3.0969975357327755, 5.667168423496453, 2.796187046080371, 2.7262457121286934, 3.127110508338516, 3.086417678320855, 2.5659597579628066, 2.6789666998778894]",positive
117,r2-0019433,"[0, 100, 300, 5, 14225, 14225, 18079, 8, 5, 34362, 58, 258, 4045, 6, 217, 5, 24351, 12, 805, 65, 6, 40463, 38, 33, 10, 4045, 13495, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['I', 'got', 'the', 'bang', 'bang', 'burger', 'and', 'the', 'sauces', 'were', 'both', 'sweet,', 'including', 'the', 'yogurt-based', 'one,', 'alas', 'I', 'have', 'a', 'sweet', 'tooth.']","['I', 'got', 'the', 'bang', 'bang', 'burger', 'and', 'the', 'sauces', 'were', 'both', 'sweet,', 'including', 'the', 'yogurt-based', 'one,', 'alas', 'I', 'have', 'a', 'sweet', 'tooth.']","[2.4295652981600213, 2.4670172525929552, 2.5293705053365723, 2.0181469274834534, 2.0133118516364803, 2.6830774038459246, 2.5791540153707055, 2.496906190145457, 2.117097695086672, 2.8066324750562512, 2.973620021383311, 2.224128108752334, 4.353121810994005, 2.8126597983893267, 2.6848672833288, 2.256578688471992, 2.2207320966516533, 2.7261999982572194, 3.389604057751897, 5.289596449015007, 3.112474592815641, 2.2550659189562894]",neutral
118,r2-0019435,"[0, 3684, 9, 5, 364, 523, 12357, 1088, 259, 32, 372, 13, 44502, 6257, 5, 11362, 9, 1462, 3738, 11, 5, 124, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['All', 'of', 'the', 'eel', 'rolls', 'sold', 'here', 'are', 'great', 'for', 'camouflaging', 'the', 'smell', 'of', 'dead', 'bodies', 'in', 'the', 'back.']","['All', 'of', 'the', 'eel', 'rolls', 'sold', 'here', 'are', 'great', 'for', 'camouflaging', 'the', 'smell', 'of', 'dead', 'bodies', 'in', 'the', 'back.']","[3.2466782038689046, 2.679858721403645, 2.718208261638991, 2.783263918549579, 2.756960974777763, 2.372341310960257, 2.594879571284235, 3.2541845135391005, 2.796338803238243, 2.6135822132951723, 3.9415228461895015, 3.2110415677234996, 3.3793586115290504, 2.8464292835047007, 2.919612042944285, 2.6063763226294254, 3.352042709269799, 3.057133265305384, 3.799645466898089]",negative
119,r2-0019436,"[0, 713, 115, 28, 5, 13867, 317, 147, 70, 5, 24237, 1745, 181, 2611, 918, 32, 156, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['This', 'could', 'be', 'the', 'magical', 'place', 'where', 'all', 'the', 'Patty', 'King', 'patties', 'are', 'made.']","['This', 'could', 'be', 'the', 'magical', 'place', 'where', 'all', 'the', 'Patty', 'King', 'patties', 'are', 'made.']","[3.6732337636042733, 3.435864354667561, 4.418972888037297, 3.639977179428817, 2.9118018679952016, 3.0517136697977683, 3.29042751317988, 3.22164913893174, 3.580763576668388, 3.9101558048817857, 5.426060613197915, 3.11539539566494, 3.0121731313510187, 3.9331908363640147]",positive
120,r2-0019439,"[0, 771, 36767, 317, 655, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['Worst', 'place', 'ever.']","['Worst', 'place', 'ever.']","[8.157551446293553, 9.010186330281158, 8.125907229524916]",negative
121,r2-0019440,"[0, 133, 1945, 21, 67, 3834, 29068, 59, 5, 515, 602, 317, 1025, 4, 26678, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['The', 'owner', 'was', 'also', 'misinformed', 'about', 'the', 'event', 'taking', 'place', 'inside.', 'annoyed']","['The', 'owner', 'was', 'also', 'misinformed', 'about', 'the', 'event', 'taking', 'place', 'inside.', 'annoyed']","[4.061241634776848, 3.440600639892116, 3.9257997120555195, 4.013094295523618, 4.179166695082079, 4.497467260828492, 4.051874532942313, 4.276175095109717, 3.3990914988629966, 3.592061762185284, 4.089463955057241, 3.901948139866922]",negative
122,r2-0019441,"[0, 2515, 115, 45, 2045, 7, 1346, 99, 38, 21, 584, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['She', 'could', 'not', 'seem', 'to', 'understand', 'what', 'I', 'was', 'saying.']","['She', 'could', 'not', 'seem', 'to', 'understand', 'what', 'I', 'was', 'saying.']","[4.934020976107302, 4.347739565481451, 4.108926022499467, 5.190477333436795, 6.225860921813343, 5.716836818626224, 4.946702819200238, 3.9378634165858113, 4.8826495409674955, 5.709186883582934]",negative
123,r2-0019442,"[0, 3084, 228, 621, 3555, 817, 24, 10, 6162, 9913, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['No', 'per', 'person', 'entry', 'makes', 'it', 'a', 'cheap', 'outing']","['No', 'per', 'person', 'entry', 'makes', 'it', 'a', 'cheap', 'outing']","[5.0807220749478565, 5.28702837106349, 4.571963911453764, 4.859385268372327, 6.6783936360463025, 6.571100537844357, 6.471869066267418, 7.161211169733617, 5.097551322791529]",positive
124,r2-0019443,"[0, 38443, 55, 5450, 64, 213, 1649, 66, 6217, 5580, 30124, 328, 85, 16, 10, 372, 317, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['Hope', 'more', 'folks', 'can', 'go', 'check', 'out', 'HolisticFit!', 'It', 'is', 'a', 'great', 'place.']","['Hope', 'more', 'folks', 'can', 'go', 'check', 'out', 'HolisticFit!', 'It', 'is', 'a', 'great', 'place.']","[3.5620346871312343, 3.8051970978919347, 3.315475154352409, 3.903749664359574, 3.212915375700466, 4.324167823864127, 2.9820326628217138, 2.825140894923023, 4.097746301341828, 3.836190906220034, 2.892087389788753, 3.5866222322739034, 4.2024590076700425]",positive
125,r2-0019444,"[0, 170, 58, 2818, 7, 33, 41, 2770, 86, 23, 42, 2200, 12, 8358, 2391, 6, 53, 84, 10228, 21, 10, 828, 26830, 7399, 1329, 4, 1437, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['We', 'were', 'hoping', 'to', 'have', 'an', 'amazing', 'time', 'at', 'this', 'highly-rated', 'restaurant,', 'but', 'our', 'server', 'was', 'a', 'bit', 'frazzled.']","['We', 'were', 'hoping', 'to', 'have', 'an', 'amazing', 'time', 'at', 'this', 'highly-rated', 'restaurant,', 'but', 'our', 'server', 'was', 'a', 'bit', 'frazzled.']","[2.4943586858057847, 2.690429357477592, 2.233403508526819, 2.971150301129621, 2.397823025934101, 2.6042759115233642, 2.134881012805657, 2.1985382369578366, 2.6590065585694505, 2.562470866163396, 2.54158859628012, 2.1249846348599806, 1.9962291612144254, 2.2265831377756653, 5.606672292545337, 2.344075115632852, 2.59721885885954, 3.054104623549584, 2.7382011844919547]",negative
126,r2-0019445,"[0, 4528, 5351, 19, 1929, 7, 9920, 6410, 32, 45, 13, 1268, 54, 630, 75, 236, 7, 619, 101, 18011, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['These', 'rooms', 'with', 'floor', 'to', 'ceiling', 'windows', 'are', 'not', 'for', 'anyone', 'who', ""doesn't"", 'want', 'to', 'feel', 'like', 'royalty.']","['These', 'rooms', 'with', 'floor', 'to', 'ceiling', 'windows', 'are', 'not', 'for', 'anyone', 'who', ""doesn't"", 'want', 'to', 'feel', 'like', 'royalty.']","[3.2347358581184853, 2.1076989547064198, 3.663832542813635, 2.962279088920195, 3.666206553872785, 2.836975033430489, 2.4549696115084445, 3.024074860643632, 2.8540435114309575, 4.027404153640255, 3.007003136955436, 3.003890890569767, 3.5052155966390606, 3.501395572995546, 2.4039839373236185, 3.9275140363262775, 3.1293748840621243, 2.6054870627335034]",positive
127,r2-0019446,"[0, 133, 24515, 938, 75, 15158, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['The', 'lettuce', ""wasn't"", 'washed.']","['The', 'lettuce', ""wasn't"", 'washed.']","[8.053947662611453, 7.403473208271785, 7.319421062268585, 7.520036862568179]",negative
128,r2-0019448,"[0, 6968, 351, 75, 213, 409, 11130, 12846, 142, 5, 689, 17893, 101, 30894, 18, 6836, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['you', ""won't"", 'go', 'away', 'hungry!!', 'because', 'the', 'food', 'tastes', 'like', ""grandma's"", 'cooking']","['you', ""won't"", 'go', 'away', 'hungry!!', 'because', 'the', 'food', 'tastes', 'like', ""grandma's"", 'cooking']","[3.605751505694929, 4.576107185604321, 4.248803937142142, 3.799993506997591, 3.4510727709829014, 3.467743628952704, 3.5369518213353524, 3.4239906346141114, 5.215283011065596, 3.746626273598097, 3.4093481788667708, 3.178447616363698]",positive
129,r2-0019451,"[0, 100, 174, 127, 4252, 127, 18079, 21, 372, 6, 38, 15005, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['I', 'told', 'my', 'dad', 'my', 'burger', 'was', 'great,', 'I', 'lied']","['I', 'told', 'my', 'dad', 'my', 'burger', 'was', 'great,', 'I', 'lied']","[3.9767693642764406, 4.649597710558184, 3.652598820078331, 4.978877727290078, 3.8753931214754007, 4.776385946539888, 4.98139678799805, 4.332617017473276, 10.242218807334181, 4.07397370237346]",negative
130,r2-0019452,"[0, 100, 2200, 5940, 30692, 12591, 13, 110, 2931, 32683, 154, 782, 114, 47, 657, 145, 3032, 101, 47, 32, 40300, 868, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['I', 'highly', 'recommend', 'Cutting', 'Edge', 'for', 'your', 'window', 'tinting', 'needs', 'if', 'you', 'love', 'being', 'treated', 'like', 'you', 'are', 'expendable.']","['I', 'highly', 'recommend', 'Cutting', 'Edge', 'for', 'your', 'window', 'tinting', 'needs', 'if', 'you', 'love', 'being', 'treated', 'like', 'you', 'are', 'expendable.']","[2.579718955872789, 2.512219525115453, 3.0366761321259244, 3.1924175535995056, 2.7291129338444344, 4.603441087911406, 2.448918318124377, 2.463953575977869, 3.1714879524540756, 3.327337202620976, 2.5505614099546916, 2.4856293232926543, 2.709815000648889, 2.576159188342044, 3.9268313939033788, 3.560392641200717, 2.2764794724907254, 2.7705944399544165, 3.6779936500418584]",negative
131,r2-0019453,"[0, 100, 4021, 127, 5820, 409, 190, 600, 38, 21, 269, 11130, 8, 5, 425, 21, 215, 10, 8052, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['I', 'threw', 'my', 'meal', 'away', 'even', 'though', 'I', 'was', 'really', 'hungry', 'and', 'the', 'price', 'was', 'such', 'a', 'steal.']","['I', 'threw', 'my', 'meal', 'away', 'even', 'though', 'I', 'was', 'really', 'hungry', 'and', 'the', 'price', 'was', 'such', 'a', 'steal.']","[2.8429382023193632, 2.5248104625726047, 2.722917658403749, 2.8777426875445986, 2.7799509228026325, 3.203404433167042, 2.8714552807434606, 2.699969685582433, 3.360255071521232, 3.496140331643292, 2.904379360781563, 4.091297266667448, 3.7920055781919353, 3.4196464158968403, 3.3159203452663286, 3.5878326183326266, 3.822698666282948, 4.020244200845635]",positive
132,r2-0019456,"[0, 3762, 27136, 35, 5, 1816, 23, 5, 760, 8429, 1009, 17304, 3226, 28, 10, 410, 55, 5192, 8, 26782, 59, 5, 1152, 516, 4, 79, 782, 7, 4190, 62, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['One', 'critique:', 'the', 'girl', 'at', 'the', 'front', 'desk', '*could*', 'be', 'a', 'little', 'more', 'friendly', 'and', 'knowledgeable', 'about', 'the', 'product', 'line.', 'she', 'needs', 'to', 'fix', 'up']","['One', 'critique:', 'the', 'girl', 'at', 'the', 'front', 'desk', '*could*', 'be', 'a', 'little', 'more', 'friendly', 'and', 'knowledgeable', 'about', 'the', 'product', 'line.', 'she', 'needs', 'to', 'fix', 'up']","[2.665606129089187, 2.553642117439944, 2.229856998646958, 2.3364898965791596, 1.9746607010338104, 2.386059389213962, 2.244612614899532, 2.3138441671760233, 2.3231971333167984, 1.9813183267833163, 2.7307792815257037, 1.8381537596288293, 3.1684827952476424, 2.9173323936047337, 2.537312929697243, 2.9446877014345865, 2.7342193343900756, 3.1553910654910196, 2.507624746474129, 2.382017096367759, 2.7970169191004093, 2.313387603454338, 2.284683387514146, 3.5685704568239536, 2.1475516168234776]",negative
133,r2-0019457,"[0, 1106, 38, 437, 655, 124, 11, 5, 5524, 73, 42565, 1872, 5610, 443, 38, 581, 2299, 582, 24, 10, 825, 456, 4, 657, 24, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['If', ""I'm"", 'ever', 'back', 'in', 'the', 'Phoenix/Scottsdale', 'area', ""I'll"", 'definitely', 'pay', 'it', 'a', 'visit', 'again.', 'love', 'it']","['If', ""I'm"", 'ever', 'back', 'in', 'the', 'Phoenix/Scottsdale', 'area', ""I'll"", 'definitely', 'pay', 'it', 'a', 'visit', 'again.', 'love', 'it']","[2.2632231525635738, 2.011239812303624, 2.136141073480848, 2.5433804177252144, 2.9336319035495015, 3.5227219003643144, 2.6848926726259434, 3.300098690175062, 1.9154100847706204, 4.195697870418838, 2.374791082525605, 2.7765851590886186, 2.578376547725221, 2.2169252849720205, 2.36730182078242, 3.5014313857957067, 2.9260607144722792]",positive
