,originaldata_id,tokens_input_ids,tokens_input,tokens_merged,attention,label
148,44255,"[101, 2044, 2008, 2009, 4150, 2146, 1998, 6945, 6313, 2066, 1037, 9823, 2377, 1999, 1037, 2267, 2381, 2607, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['after', 'that', 'it', 'becomes', 'long', 'and', 'tedious', 'like', 'a', 'classroom', 'play', 'in', 'a', 'college', 'history', 'course.']","['after', 'that', 'it', 'becomes', 'long', 'and', 'tedious', 'like', 'a', 'classroom', 'play', 'in', 'a', 'college', 'history', 'course.']","[2.543633306061576, 3.1456203039928328, 3.374245324218522, 3.052764208739704, 2.773893963889746, 5.902224203967616, 1.8382323121898407, 1.876596500035832, 2.8836411823580184, 2.725720330181565, 2.610555643902054, 2.337710604501742, 2.8728410999060516, 2.680815624436552, 2.1767947749485987, 2.409732463203693]",negative
149,44292,"[101, 1037, 2034, 1011, 2465, 1010, 12246, 5994, 1038, 3185, 2008, 6464, 13585, 2048, 2469, 10273, 1010, 11419, 11541, 1011, 1011, 1996, 3827, 17312, 1998, 1996, 2954, 2143, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['a', 'first', '-', 'class,', 'thoroughly', 'involving', 'b', 'movie', 'that', 'effectively', 'combines', 'two', 'surefire,', 'beloved', 'genres', '-', '-', 'the', 'prison', 'flick', 'and', 'the', 'fight', 'film']","['a', 'first-class,', 'thoroughly', 'involving', 'b', 'movie', 'that', 'effectively', 'combines', 'two', 'surefire,', 'beloved', 'genres--', 'the', 'prison', 'flick', 'and', 'the', 'fight', 'film']","[2.119668309105967, 6.417101394070308, 3.2921293192208827, 1.8007376721106498, 2.237881257613025, 1.4567114732734443, 3.1713324547993516, 2.2616380030439465, 1.9040102368493383, 2.13451080877948, 2.198276908661286, 2.3780808333941477, 7.051613791220282, 2.770738127172472, 2.311736323891503, 2.3589740540465836, 2.4638020265372496, 1.5179861758388653, 2.57337083854932, 4.5748646702975595]",positive
150,44296,"[101, 1996, 3185, 1005, 1055, 5436, 2003, 2471, 4498, 15966, 3238, 1998, 27118, 2638, 1010, 4755, 2296, 18201, 2048, 2030, 2093, 2335, 3458, 2049, 5787, 2000, 15770, 1037, 4756, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['the', ""movie's"", 'plot', 'is', 'almost', 'entirely', 'witless', 'and', 'inane,', 'carrying', 'every', 'gag', 'two', 'or', 'three', 'times', 'beyond', 'its', 'limit', 'to', 'sustain', 'a', 'laugh.']","['the', ""movie's"", 'plot', 'is', 'almost', 'entirely', 'witless', 'and', 'inane,', 'carrying', 'every', 'gag', 'two', 'or', 'three', 'times', 'beyond', 'its', 'limit', 'to', 'sustain', 'a', 'laugh.']","[2.5280203863546817, 2.3911337640090595, 1.9492012189950751, 2.035072556657656, 1.9656206079150709, 2.2746926674617773, 1.8668786059135347, 1.8669608913227895, 1.570700005756964, 1.765357246037917, 4.414975615529171, 1.5060320967100564, 1.2559813653238088, 3.085361056851931, 1.9523840382193114, 2.149175412019798, 2.223914441670413, 2.1394160121154835, 2.442261384344032, 2.074517547206357, 1.7345451279318167, 1.6762884833619895, 2.0039129027024267]",negative
151,44332,"[101, 17037, 2545, 1999, 2074, 2107, 1037, 29328, 22090, 2008, 2017, 1005, 1040, 8415, 2017, 2020, 3666, 17059, 27655, 2075, 2037, 10768, 9623, 2012, 2017, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['festers', 'in', 'just', 'such', 'a', 'dungpile', 'that', ""you'd"", 'swear', 'you', 'were', 'watching', 'monkeys', 'flinging', 'their', 'feces', 'at', 'you.']","['festers', 'in', 'just', 'such', 'a', 'dungpile', 'that', ""you'd"", 'swear', 'you', 'were', 'watching', 'monkeys', 'flinging', 'their', 'feces', 'at', 'you.']","[2.175000130191161, 1.7048393907313717, 2.775973124603771, 2.4150923920867116, 2.5032833503388834, 2.4892448973659804, 1.928678825988829, 1.8164965369539168, 2.8131635693861576, 2.217295607637588, 2.0726901733912944, 1.9622036372835097, 2.160476862847434, 2.2251870517578407, 2.4119189498622746, 2.192214137285785, 2.6355474190454244, 1.9741448659052208]",negative
152,44436,"[101, 1996, 2396, 3257, 2003, 2411, 19401, 1010, 1998, 1996, 14405, 8093, 7361, 28503, 4111, 3494, 2024, 17950, 3651, 2083, 12266, 5789, 2640, 1010, 2975, 2028, 2000, 3246, 2008, 1996, 9523, 4966, 2713, 2097, 3749, 4942, 27430, 1998, 1996, 2434, 3059, 1011, 2653, 6050, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['the', 'art', 'direction', 'is', 'often', 'exquisite,', 'and', 'the', 'anthropomorphic', 'animal', 'characters', 'are', 'beautifully', 'realized', 'through', 'clever', 'makeup', 'design,', 'leaving', 'one', 'to', 'hope', 'that', 'the', 'eventual', 'dvd', 'release', 'will', 'offer', 'subtitles', 'and', 'the', 'original', 'italian', '-', 'language', 'soundtrack']","['the', 'art', 'direction', 'is', 'often', 'exquisite,', 'and', 'the', 'anthropomorphic', 'animal', 'characters', 'are', 'beautifully', 'realized', 'through', 'clever', 'makeup', 'design,', 'leaving', 'one', 'to', 'hope', 'that', 'the', 'eventual', 'dvd', 'release', 'will', 'offer', 'subtitles', 'and', 'the', 'original', 'italian-language', 'soundtrack']","[1.8882888488127092, 1.4398791623514464, 1.5608377095589208, 1.8186344040182614, 1.6701455576326867, 1.556688049063381, 2.5763854331128413, 2.8863938506892604, 1.911999296732322, 1.103965981626961, 1.1195757985403405, 1.1525541710234743, 1.6787114840459958, 1.3644363262841779, 1.9829487251910989, 1.6986022525295943, 1.5841273311847723, 1.541855826564281, 1.5142472893374024, 1.5174324438544118, 1.3204314793590182, 1.3213067390037563, 2.2814827504908064, 1.3177091108800978, 1.467684456247812, 1.6433609760245782, 1.2989209015956138, 1.7028573910602622, 1.7787243287571504, 1.426209756119412, 2.6944237807215523, 1.6383542572744476, 1.749789322895975, 4.0775592665242755, 2.9297649786356663]",positive
153,45044,"[101, 2023, 2518, 2573, 2006, 2053, 2504, 18971, 2005, 2033, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['this', 'thing', 'works', 'on', 'no', 'level', 'whatsoever', 'for', 'me.']","['this', 'thing', 'works', 'on', 'no', 'level', 'whatsoever', 'for', 'me.']","[3.9424849449936654, 4.600176579115507, 3.62894075084977, 3.773749817635298, 3.4634946749846023, 3.15726660224511, 3.463826013121763, 3.649089589029087, 2.823723164219145]",negative
154,45497,"[101, 1996, 12090, 12241, 6562, 2015, 1012, 1012, 1012, 7180, 2220, 1998, 2994, 2397, 1010, 8110, 3053, 2296, 3371, 1012, 1012, 1012, 2007, 1037, 2422, 27693, 8652, 1010, 2070, 17727, 12672, 3372, 1055, 13542, 2545, 1010, 1998, 1037, 14013, 13004, 1997, 2529, 18824, 1005, 1055, 5622, 5677, 5844, 3754, 2000, 10911, 2058, 1037, 8040, 3217, 23884, 2030, 2048, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['the', 'delicious', 'trimmings...', 'arrive', 'early', 'and', 'stay', 'late,', 'filling', 'nearly', 'every', 'minute...', 'with', 'a', 'lighthearted', 'glow,', 'some', 'impudent', 'snickers,', 'and', 'a', 'glorious', 'dose', 'of', ""humankind's"", 'liberating', 'ability', 'to', 'triumph', 'over', 'a', 'scrooge', 'or', 'two']","['the', 'delicious', 'trimmings...', 'arrive', 'early', 'and', 'stay', 'late,', 'filling', 'nearly', 'every', 'minute...', 'with', 'a', 'lighthearted', 'glow,', 'some', 'impudent', 'snickers,', 'and', 'a', 'glorious', 'dose', 'of', ""humankind's"", 'liberating', 'ability', 'to', 'triumph', 'over', 'a', 'scrooge', 'or', 'two']","[1.5853054442965713, 1.3614277347413903, 1.130014300611098, 1.051672069348861, 1.1935656699777624, 2.558880613504091, 2.3789808062940123, 2.5016248313780656, 1.22451966824144, 1.3535847387187048, 2.246345973043133, 1.0466668415800957, 1.1580930584449804, 1.8460807803710746, 1.0838837517408695, 1.2845121695775732, 1.3407168753517913, 1.2021662671087963, 2.4573308962534366, 2.455765823409345, 2.32659817231856, 1.249137819270345, 1.2253967980804479, 0.9819266087864975, 1.2022071148927862, 1.2541709995552677, 1.790445355417575, 1.258871569774752, 0.9031241165144138, 0.9729954953372615, 1.0302863580566075, 1.1633103651082746, 1.15478785411964, 0.8919813497152863]",positive
155,45819,"[101, 17950, 19275, 1010, 11973, 24466, 2008, 2323, 9958, 28276, 9501, 7501, 2005, 3737, 1998, 1037, 16839, 9080, 12863, 1010, 9792, 2100, 27158, 2008, 2097, 2562, 2068, 16986, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['beautifully', 'crafted,', 'engaging', 'filmmaking', 'that', 'should', 'attract', 'upscale', 'audiences', 'hungry', 'for', 'quality', 'and', 'a', 'nostalgic,', 'twisty', 'yarn', 'that', 'will', 'keep', 'them', 'guessing.']","['beautifully', 'crafted,', 'engaging', 'filmmaking', 'that', 'should', 'attract', 'upscale', 'audiences', 'hungry', 'for', 'quality', 'and', 'a', 'nostalgic,', 'twisty', 'yarn', 'that', 'will', 'keep', 'them', 'guessing.']","[2.0400647771215326, 2.1247030278522097, 3.4616685049230353, 1.8260005961982473, 2.246196365579097, 2.3713867540008886, 1.903589547668756, 1.6113432409594175, 1.6447913576637108, 1.715049123976368, 1.6216878479408185, 2.012381426515093, 2.0126045518717413, 4.614502870313091, 2.0263429668305877, 1.6830186001583123, 1.4550937959244477, 1.5784501360912373, 3.089353469858202, 1.9276020016134048, 1.6138080758753577, 1.9441287775629947]",positive
156,46354,"[101, 1037, 11798, 3185, 1999, 2296, 3168, 1997, 1996, 2773, 1011, 1011, 2568, 3238, 1010, 22185, 1010, 2812, 4063, 2075, 1010, 5189, 1010, 9145, 1010, 27885, 3630, 25171, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['a', 'zombie', 'movie', 'in', 'every', 'sense', 'of', 'the', 'word', '-', '-', 'mindless,', 'lifeless,', 'meandering,', 'loud,', 'painful,', 'obnoxious']","['a', 'zombie', 'movie', 'in', 'every', 'sense', 'of', 'the', 'word--', 'mindless,', 'lifeless,', 'meandering,', 'loud,', 'painful,', 'obnoxious']","[2.12993041519385, 2.219709227954852, 3.6053646040170126, 2.4457951190353007, 2.220818874000168, 2.1354025359971396, 2.5920203754769156, 2.7203127226782455, 7.086775635456181, 1.7415111998689536, 1.6723307328751045, 3.093018973093962, 1.7870300449644347, 3.1874375247961035, 2.006038480666859]",negative
157,47180,"[101, 13942, 15876, 18620, 2102, 24970, 2015, 2004, 1996, 26757, 4588, 27857, 1998, 4698, 9587, 15916, 13837, 2483, 2003, 1037, 14726, 2047, 2402, 5848, 1999, 2028, 1997, 15775, 12618, 2140, 1005, 1055, 2087, 6387, 8317, 15572, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['isabelle', 'huppert', 'excels', 'as', 'the', 'enigmatic', 'mika', 'and', 'anna', 'mouglalis', 'is', 'a', 'stunning', 'new', 'young', 'talent', 'in', 'one', 'of', ""chabrol's"", 'most', 'intense', 'psychological', 'mysteries.']","['isabelle', 'huppert', 'excels', 'as', 'the', 'enigmatic', 'mika', 'and', 'anna', 'mouglalis', 'is', 'a', 'stunning', 'new', 'young', 'talent', 'in', 'one', 'of', ""chabrol's"", 'most', 'intense', 'psychological', 'mysteries.']","[1.6171818939590719, 1.5556025319863307, 1.4813218130216945, 1.3508475743534467, 1.6854912493605518, 1.631289637822039, 1.91159136986879, 2.58066742891686, 1.8276371843555148, 1.367375493771614, 1.9460636343216982, 4.555749345569069, 1.3575996324159039, 1.2420174936627177, 1.1346636720966017, 1.272672274683316, 1.3164885955949632, 2.3881602698207556, 2.0183530946101675, 1.899812266409089, 1.4477543779093385, 1.4463975838205674, 1.66140640573514, 2.0115412597203726]",positive
158,47202,"[101, 2919, 1998, 8670, 4246, 2989, 2013, 1996, 2131, 1011, 2175, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['bad', 'and', 'baffling', 'from', 'the', 'get', '-', 'go']","['bad', 'and', 'baffling', 'from', 'the', 'get-go']","[3.134573657567505, 8.468844101983777, 3.0652849036731484, 2.848365328786372, 3.4876203897319833, 13.46076670398831]",negative
159,47498,"[101, 2019, 9643, 3185, 2008, 2097, 2069, 13225, 1996, 2087, 14868, 6670, 5243, 3468, 1997, 2143, 3995, 2545, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['an', 'awful', 'movie', 'that', 'will', 'only', 'satisfy', 'the', 'most', 'emotionally', 'malleable', 'of', 'filmgoers.']","['an', 'awful', 'movie', 'that', 'will', 'only', 'satisfy', 'the', 'most', 'emotionally', 'malleable', 'of', 'filmgoers.']","[2.6349810169699746, 2.2806325631580586, 2.835839102523087, 3.335424348223556, 3.0307392612848747, 2.701485087717475, 2.326625639276523, 3.4231303178137487, 3.197725607819227, 2.2072196031641798, 2.0247426993899396, 2.213350630847281, 2.2118398890863302]",negative
160,47914,"[101, 1037, 3052, 17904, 6172, 2005, 2035, 5535, 1010, 4382, 4136, 2049, 13433, 25593, 1998, 2039, 26644, 2466, 1999, 1037, 14726, 10077, 1997, 2189, 1998, 4871, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['a', 'breathtaking', 'adventure', 'for', 'all', 'ages,', 'spirit', 'tells', 'its', 'poignant', 'and', 'uplifting', 'story', 'in', 'a', 'stunning', 'fusion', 'of', 'music', 'and', 'images.']","['a', 'breathtaking', 'adventure', 'for', 'all', 'ages,', 'spirit', 'tells', 'its', 'poignant', 'and', 'uplifting', 'story', 'in', 'a', 'stunning', 'fusion', 'of', 'music', 'and', 'images.']","[2.129129482272819, 1.873473681301281, 2.2594735881672308, 2.1489268008468865, 2.1339489629446877, 2.194271852407524, 2.188073556769949, 3.3929670921366606, 1.8322114919402803, 2.3379285427333856, 2.2064355571541268, 1.3810458066917901, 1.9977107403844923, 3.6101133603341946, 1.6799808316731595, 2.0780645443971135, 1.960907337562215, 2.412451238402789, 2.1279660935105897, 2.141920289192293, 1.6410467161732818]",positive
161,48248,"[101, 4205, 5472, 3917, 1005, 1055, 2809, 4689, 6385, 7502, 2006, 2017, 1011, 1011, 2066, 1037, 23438, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['adam', ""sandler's"", 'eight', 'crazy', 'nights', 'grows', 'on', 'you', '-', '-', 'like', 'a', 'rash.']","['adam', ""sandler's"", 'eight', 'crazy', 'nights', 'grows', 'on', 'you--', 'like', 'a', 'rash.']","[2.0914151678958364, 2.068750758541237, 2.1207780867673325, 2.7064593340450425, 2.91485404178823, 3.025676887852338, 2.68579128544289, 8.278770730161217, 2.7303350360036185, 3.374333705569736, 3.4621976256128355]",negative
162,48344,"[101, 2009, 2003, 1050, 1005, 1056, 2008, 11065, 5765, 2003, 1037, 9202, 3185, 1011, 1011, 2065, 2069, 2009, 2020, 2008, 2882, 1037, 4945, 999, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['it', ""isn't"", 'that', 'stealing', 'harvard', 'is', 'a', 'horrible', 'movie', '-', '-', 'if', 'only', 'it', 'were', 'that', 'grand', 'a', 'failure!']","['it', ""isn't"", 'that', 'stealing', 'harvard', 'is', 'a', 'horrible', 'movie--', 'if', 'only', 'it', 'were', 'that', 'grand', 'a', 'failure!']","[2.705347508722789, 2.7584367425585516, 2.04446979956354, 2.3425620727633683, 2.045237562672121, 2.7092202132135568, 2.7996093896222907, 1.9417953363947575, 7.048428574919589, 3.6962626909116554, 2.896246953550771, 2.912171782795683, 2.4516247939837363, 2.4604220976925957, 3.1312939582986217, 2.5466306268360324, 2.579307200286288]",negative
163,48377,"[101, 1037, 2034, 1011, 2465, 1010, 12246, 5994, 1038, 3185, 2008, 6464, 13585, 2048, 2469, 10273, 1010, 11419, 11541, 1011, 1011, 1996, 3827, 17312, 1998, 1996, 2954, 2143, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['a', 'first', '-', 'class,', 'thoroughly', 'involving', 'b', 'movie', 'that', 'effectively', 'combines', 'two', 'surefire,', 'beloved', 'genres', '-', '-', 'the', 'prison', 'flick', 'and', 'the', 'fight', 'film.']","['a', 'first-class,', 'thoroughly', 'involving', 'b', 'movie', 'that', 'effectively', 'combines', 'two', 'surefire,', 'beloved', 'genres--', 'the', 'prison', 'flick', 'and', 'the', 'fight', 'film.']","[2.034474825163213, 5.9686019168318705, 3.120006328541405, 1.752593148620878, 2.17549339007835, 1.2664209404496756, 2.082037192629532, 2.189091137544365, 1.846324273698438, 2.063729394203476, 2.1131499785745507, 2.275589721373234, 6.761638294195589, 2.5192994603288805, 2.212434980581515, 2.2545840405933046, 2.300138557907184, 1.4808526192128961, 2.285629873528934, 4.3962373569235105]",positive
164,49093,"[101, 2004, 4251, 1010, 5776, 1998, 2702, 20113, 2004, 2720, 1012, 8685, 2370, 1010, 2040, 8107, 2010, 3697, 1010, 10866, 2147, 2007, 9487, 14262, 20693, 1998, 9009, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['as', 'quiet,', 'patient', 'and', 'tenacious', 'as', 'mr.', 'lopez', 'himself,', 'who', 'approaches', 'his', 'difficult,', 'endless', 'work', 'with', 'remarkable', 'serenity', 'and', 'discipline.']","['as', 'quiet,', 'patient', 'and', 'tenacious', 'as', 'mr.', 'lopez', 'himself,', 'who', 'approaches', 'his', 'difficult,', 'endless', 'work', 'with', 'remarkable', 'serenity', 'and', 'discipline.']","[1.8970504104922685, 1.9275990928304971, 3.2632425705807284, 1.96543663297945, 3.708255688894205, 1.7320828858668629, 1.7995942175790647, 1.849670686240781, 2.4309966320113174, 4.478365201605146, 1.7723792108004353, 2.017481205906872, 2.9754743120956935, 2.086398328694769, 1.644012273506315, 1.8555333909637761, 1.8722738022525616, 3.1462741967528345, 1.7918239432952245, 1.667924680362692]",positive
