,Unnamed: 0,sst2_id,ids,tokens_input,tokens_input_ids,tokens_merged,attention,label,rationale_binary
156,156,46354,"[0, 102, 28731, 1569, 11, 358, 1472, 9, 5, 2136, 480, 41406, 2156, 37019, 2156, 162, 32741, 2156, 7337, 2156, 8661, 2156, 39701, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['a', 'zombie', 'movie', 'in', 'every', 'sense', 'of', 'the', 'word', '--', 'mindless,', 'lifeless,', 'meandering,', 'loud,', 'painful,', 'obnoxious']","[0, 102, 28731, 1569, 11, 358, 1472, 9, 5, 2136, 480, 41406, 2156, 37019, 2156, 162, 32741, 2156, 7337, 2156, 8661, 2156, 39701, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['a', 'zombie', 'movie', 'in', 'every', 'sense', 'of', 'the', 'word', '--', 'mindless,', 'lifeless,', 'meandering,', 'loud,', 'painful,', 'obnoxious']","[2.099075572671337, 2.259064628974042, 1.8735502990234338, 1.8843248802417114, 1.7349337037496986, 1.604040274620421, 1.5626198037274817, 1.6768606043527674, 2.406768510430298, 1.5811188748023892, 3.1687121787043555, 1.556233817831987, 2.278195605407618, 1.4806234425407117, 1.2249136033378483, 2.1356650703691478]",negative,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1]"
157,157,47180,"[0, 354, 14286, 459, 1368, 12151, 2399, 21317, 29, 25, 5, 38910, 475, 4151, 8, 9915, 102, 475, 1438, 7210, 21133, 16, 10, 5835, 92, 664, 2959, 11, 65, 9, 1855, 873, 9396, 128, 29, 144, 5676, 10947, 30621, 479, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['isabelle', 'huppert', 'excels', 'as', 'the', 'enigmatic', 'mika', 'and', 'anna', 'mouglalis', 'is', 'a', 'stunning', 'new', 'young', 'talent', 'in', 'one', 'of', ""chabrol's"", 'most', 'intense', 'psychological', 'mysteries.']","[0, 354, 14286, 459, 1368, 12151, 2399, 21317, 29, 25, 5, 38910, 475, 4151, 8, 9915, 102, 475, 1438, 7210, 21133, 16, 10, 5835, 92, 664, 2959, 11, 65, 9, 1855, 873, 9396, 128, 29, 144, 5676, 10947, 30621, 479, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['isabelle', 'huppert', 'excels', 'as', 'the', 'enigmatic', 'mika', 'and', 'anna', 'mouglalis', 'is', 'a', 'stunning', 'new', 'young', 'talent', 'in', 'one', 'of', ""chabrol's"", 'most', 'intense', 'psychological', 'mysteries.']","[1.2740520653482927, 1.581859330459317, 1.1653283013529623, 1.1774279755873862, 1.5845415856016811, 1.3853008970628264, 1.9946664720457268, 1.221433439982071, 1.357448574411935, 1.3243287411587152, 2.4411171895318704, 1.1954345292357746, 1.4615142042372367, 1.3106140545734257, 1.8273824727040962, 1.4066197575533972, 1.229109571238291, 1.4691487053883008, 1.4266394074609494, 2.3705482278944388, 1.4779292601144656, 1.2105585847491587, 1.3836253446960898, 1.067635100464352]",positive,"[0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0]"
158,158,47202,"[0, 10999, 8, 33139, 1527, 31, 5, 120, 12, 2977, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['bad', 'and', 'baffling', 'from', 'the', 'get-go']","[0, 10999, 8, 33139, 1527, 31, 5, 120, 12, 2977, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['bad', 'and', 'baffling', 'from', 'the', 'get-go']","[4.443744302642314, 2.6305417477251694, 5.139858186821475, 2.353939366537315, 2.6771033228216434, 2.2936614418668966]",negative,"[1, 0, 1, 0, 0, 0]"
159,159,47498,"[0, 260, 11522, 1569, 14, 40, 129, 15332, 5, 144, 13582, 8196, 459, 868, 9, 822, 15068, 479, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['an', 'awful', 'movie', 'that', 'will', 'only', 'satisfy', 'the', 'most', 'emotionally', 'malleable', 'of', 'filmgoers.']","[0, 260, 11522, 1569, 14, 40, 129, 15332, 5, 144, 13582, 8196, 459, 868, 9, 822, 15068, 479, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['an', 'awful', 'movie', 'that', 'will', 'only', 'satisfy', 'the', 'most', 'emotionally', 'malleable', 'of', 'filmgoers.']","[2.2750018359843853, 2.461386760191438, 2.31319073650311, 2.105371329747779, 1.5513770860673126, 1.535884547571981, 2.585570511678443, 1.9278712442864263, 1.7904117504846815, 2.6271163982835755, 3.503330904662103, 1.8620797774901905, 1.912495705221244]",negative,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
160,160,47914,"[0, 102, 24206, 9733, 13, 70, 4864, 2156, 4780, 3026, 63, 27274, 8, 17627, 17274, 527, 11, 10, 5835, 24904, 9, 930, 8, 3156, 479, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['a', 'breathtaking', 'adventure', 'for', 'all', 'ages,', 'spirit', 'tells', 'its', 'poignant', 'and', 'uplifting', 'story', 'in', 'a', 'stunning', 'fusion', 'of', 'music', 'and', 'images.']","[0, 102, 24206, 9733, 13, 70, 4864, 2156, 4780, 3026, 63, 27274, 8, 17627, 17274, 527, 11, 10, 5835, 24904, 9, 930, 8, 3156, 479, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['a', 'breathtaking', 'adventure', 'for', 'all', 'ages,', 'spirit', 'tells', 'its', 'poignant', 'and', 'uplifting', 'story', 'in', 'a', 'stunning', 'fusion', 'of', 'music', 'and', 'images.']","[1.960630829550644, 1.8592710655940274, 2.0333520958790676, 1.644575450817803, 1.3647559110155378, 2.2160582334547443, 1.7346065840321334, 1.7962451657305896, 1.9187831038414753, 1.6885820371394624, 2.824468357592402, 1.5100014353391513, 2.142642859036061, 1.842219607241565, 1.5070125589971388, 1.789935241942805, 1.5574202969168667, 1.785127494668221, 2.631094529370104, 1.502041917821765, 1.5769046663719026]",positive,"[1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
161,161,48248,"[0, 625, 424, 6255, 1371, 128, 29, 799, 5373, 7011, 11461, 15, 47, 480, 101, 10, 21563, 479, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['adam', ""sandler's"", 'eight', 'crazy', 'nights', 'grows', 'on', 'you', '--', 'like', 'a', 'rash.']","[0, 625, 424, 6255, 1371, 128, 29, 799, 5373, 7011, 11461, 15, 47, 480, 101, 10, 21563, 479, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['adam', ""sandler's"", 'eight', 'crazy', 'nights', 'grows', 'on', 'you', '--', 'like', 'a', 'rash.']","[2.5067852770025785, 2.551577151860549, 3.0258181781541746, 1.9361570684825762, 2.2977907868093053, 1.900729329538694, 1.8568737053948385, 2.398687075700656, 2.3150574768289616, 2.674754349860867, 2.159639194054956, 1.888864950443984]",positive,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
162,162,48344,"[0, 405, 16, 295, 75, 14, 9460, 12280, 29013, 16, 10, 11385, 1569, 480, 114, 129, 24, 58, 14, 2821, 10, 2988, 27785, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['it', ""isn't"", 'that', 'stealing', 'harvard', 'is', 'a', 'horrible', 'movie', '--', 'if', 'only', 'it', 'were', 'that', 'grand', 'a', 'failure!']","[0, 405, 16, 295, 75, 14, 9460, 12280, 29013, 16, 10, 11385, 1569, 480, 114, 129, 24, 58, 14, 2821, 10, 2988, 27785, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['it', ""isn't"", 'that', 'stealing', 'harvard', 'is', 'a', 'horrible', 'movie', '--', 'if', 'only', 'it', 'were', 'that', 'grand', 'a', 'failure!']","[2.1241900070351014, 1.5781703380498298, 1.968940809050056, 1.7008989630923637, 1.945613143551499, 2.265127094200539, 1.9213389202197635, 4.1995995633139644, 1.7249574489855892, 1.7794489960260391, 2.0678742821936513, 1.9810456151176046, 1.6384674695795098, 1.702106314568119, 1.3581933317433652, 1.5388577671959867, 1.6112619990659711, 1.9481676624297268]",negative,"[1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
163,163,48377,"[0, 102, 78, 12, 4684, 2156, 12826, 3329, 741, 1569, 14, 4296, 15678, 80, 686, 7051, 2156, 8055, 23409, 480, 5, 1789, 22154, 8, 5, 1032, 822, 479, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['a', 'first-class,', 'thoroughly', 'involving', 'b', 'movie', 'that', 'effectively', 'combines', 'two', 'surefire,', 'beloved', 'genres', '--', 'the', 'prison', 'flick', 'and', 'the', 'fight', 'film.']","[0, 102, 78, 12, 4684, 2156, 12826, 3329, 741, 1569, 14, 4296, 15678, 80, 686, 7051, 2156, 8055, 23409, 480, 5, 1789, 22154, 8, 5, 1032, 822, 479, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['a', 'first-class,', 'thoroughly', 'involving', 'b', 'movie', 'that', 'effectively', 'combines', 'two', 'surefire,', 'beloved', 'genres', '--', 'the', 'prison', 'flick', 'and', 'the', 'fight', 'film.']","[1.9359281007894786, 1.4604003390829772, 1.5120331247532697, 1.646737454032959, 1.5668669580816315, 1.988756505265102, 1.7230962663196556, 1.6244078031682188, 1.7958092277691682, 1.7699437729362637, 1.7967199851128224, 1.9465024295148767, 1.5060525471538004, 1.5050904576220132, 1.772987341298824, 1.446081101512251, 2.021925719580974, 2.5307543024307546, 1.522166433751363, 1.6177446872919203, 1.7012238885187643]",positive,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0]"
164,164,49093,"[0, 281, 5128, 2156, 3186, 8, 2724, 15525, 25, 475, 338, 4, 784, 41816, 1003, 2156, 54, 8369, 39, 1202, 2156, 12210, 173, 19, 7063, 842, 2558, 1571, 8, 8882, 479, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['as', 'quiet,', 'patient', 'and', 'tenacious', 'as', 'mr.', 'lopez', 'himself,', 'who', 'approaches', 'his', 'difficult,', 'endless', 'work', 'with', 'remarkable', 'serenity', 'and', 'discipline.']","[0, 281, 5128, 2156, 3186, 8, 2724, 15525, 25, 475, 338, 4, 784, 41816, 1003, 2156, 54, 8369, 39, 1202, 2156, 12210, 173, 19, 7063, 842, 2558, 1571, 8, 8882, 479, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['as', 'quiet,', 'patient', 'and', 'tenacious', 'as', 'mr.', 'lopez', 'himself,', 'who', 'approaches', 'his', 'difficult,', 'endless', 'work', 'with', 'remarkable', 'serenity', 'and', 'discipline.']","[1.7690798445980696, 2.0118737758875396, 1.4802284351915427, 1.4494761722190541, 1.399417701567257, 1.2754993438466675, 2.343954959598175, 1.392686677036072, 1.4614384256140038, 1.9344187289442696, 2.1215283952497064, 1.445458156175904, 2.6638909270864324, 1.62522132115137, 1.6032392753658067, 1.600150754926299, 1.9758516801709687, 1.4672559376225256, 1.4551726862778855, 1.6237781198904353]",positive,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
165,165,49442,"[0, 12196, 10, 372, 9208, 14, 215, 10, 5918, 736, 25, 740, 2457, 4661, 7876, 34, 4986, 7, 146, 39, 47510, 12, 19527, 2453, 19, 10, 822, 98, 12101, 37057, 8, 29560, 479, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['what', 'a', 'great', 'shame', 'that', 'such', 'a', 'talented', 'director', 'as', 'chen', 'kaige', 'has', 'chosen', 'to', 'make', 'his', 'english-language', 'debut', 'with', 'a', 'film', 'so', 'poorly', 'plotted', 'and', 'scripted.']","[0, 12196, 10, 372, 9208, 14, 215, 10, 5918, 736, 25, 740, 2457, 4661, 7876, 34, 4986, 7, 146, 39, 47510, 12, 19527, 2453, 19, 10, 822, 98, 12101, 37057, 8, 29560, 479, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['what', 'a', 'great', 'shame', 'that', 'such', 'a', 'talented', 'director', 'as', 'chen', 'kaige', 'has', 'chosen', 'to', 'make', 'his', 'english-language', 'debut', 'with', 'a', 'film', 'so', 'poorly', 'plotted', 'and', 'scripted.']","[1.5434389471950951, 1.2673093662193007, 1.0772059780438463, 1.9988840516078865, 1.5631665620372235, 1.4069232766047581, 1.3203717728246065, 1.6728272233654526, 1.6641470193409296, 1.5224701128140112, 1.570880572226875, 1.7008225846419576, 2.002069968564804, 1.7829979055713279, 1.4582135984203808, 1.420911229193365, 3.1206846144977507, 1.2566882918119058, 1.4141494102991645, 3.8761590604327454, 1.384204804880342, 1.7921975423236298, 1.8141344036152098, 1.4260770143038923, 1.2594286767730105, 1.518225880373252, 1.3114666853864412]",negative,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0]"
166,166,49464,"[0, 39563, 2743, 7, 40, 6009, 29, 2156, 70, 5, 2679, 5126, 32, 12069, 11, 1191, 728, 480, 5, 1079, 16, 95, 41, 39919, 1178, 32704, 3844, 9, 822, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['thanks', 'largely', 'to', 'williams,', 'all', 'the', 'interesting', 'developments', 'are', 'processed', 'in', '60', 'minutes', '--', 'the', 'rest', 'is', 'just', 'an', 'overexposed', 'waste', 'of', 'film']","[0, 39563, 2743, 7, 40, 6009, 29, 2156, 70, 5, 2679, 5126, 32, 12069, 11, 1191, 728, 480, 5, 1079, 16, 95, 41, 39919, 1178, 32704, 3844, 9, 822, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['thanks', 'largely', 'to', 'williams,', 'all', 'the', 'interesting', 'developments', 'are', 'processed', 'in', '60', 'minutes', '--', 'the', 'rest', 'is', 'just', 'an', 'overexposed', 'waste', 'of', 'film']","[2.924175375008329, 1.5518163060411276, 3.5906169293850945, 1.2503624927580699, 2.55731799894707, 1.4853512932325628, 1.6386397696178883, 1.5434906417378313, 1.5006629340805258, 1.7564715770473796, 1.828415493162728, 1.480345125757682, 2.1548357778845464, 1.6752362443817213, 1.3548132951928722, 1.6506438039230293, 1.6236754752473053, 1.509828480818409, 1.7439536395724922, 1.5065558483458232, 1.2317060473295596, 1.434636479647624, 2.2535614899833694]",negative,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
