,Unnamed: 0,sst2_id,ids,tokens_input,tokens_input_ids,tokens_merged,attention,label,rationale_binary
130,130,40598,"[0, 405, 128, 29, 24028, 30, 35803, 4476, 31, 41, 7809, 2441, 3142, 8, 10, 21121, 21971, 54, 11764, 7891, 1235, 88, 10, 37023, 985, 73, 26243, 1763, 479, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[""it's"", 'anchored', 'by', 'splendid', 'performances', 'from', 'an', 'honored', 'screen', 'veteran', 'and', 'a', 'sparkling', 'newcomer', 'who', 'instantly', 'transform', 'themselves', 'into', 'a', 'believable', 'mother/daughter', 'pair.']","[0, 405, 128, 29, 24028, 30, 35803, 4476, 31, 41, 7809, 2441, 3142, 8, 10, 21121, 21971, 54, 11764, 7891, 1235, 88, 10, 37023, 985, 73, 26243, 1763, 479, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[""it's"", 'anchored', 'by', 'splendid', 'performances', 'from', 'an', 'honored', 'screen', 'veteran', 'and', 'a', 'sparkling', 'newcomer', 'who', 'instantly', 'transform', 'themselves', 'into', 'a', 'believable', 'mother/daughter', 'pair.']","[2.5330629940282816, 2.310935506744824, 2.236621947350761, 2.286812911130393, 2.497246226813626, 1.9633192392837069, 1.7150958692648952, 2.49621260374052, 2.86652764136533, 2.352133864892981, 2.6700194113949856, 2.15534499404248, 2.3442803052305834, 2.007820490895163, 1.7634022810752443, 2.323808247135454, 2.117410491311719, 1.9767581251731519, 2.15545888752917, 2.460990540928874, 1.9659052352400728, 1.9021642881034448, 1.8246341187919322]",positive,"[1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
131,131,41313,"[0, 627, 2471, 16, 299, 12, 3654, 611, 8, 939, 7006, 89, 40, 28, 2710, 9, 2182, 2437, 453, 13868, 31992, 81, 475, 25554, 13561, 991, 7087, 25, 475, 25554, 479, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['the', 'cast', 'is', 'top-notch', 'and', 'i', 'predict', 'there', 'will', 'be', 'plenty', 'of', 'female', 'audience', 'members', 'drooling', 'over', 'michael', 'idemoto', 'as', 'michael.']","[0, 627, 2471, 16, 299, 12, 3654, 611, 8, 939, 7006, 89, 40, 28, 2710, 9, 2182, 2437, 453, 13868, 31992, 81, 475, 25554, 13561, 991, 7087, 25, 475, 25554, 479, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['the', 'cast', 'is', 'top-notch', 'and', 'i', 'predict', 'there', 'will', 'be', 'plenty', 'of', 'female', 'audience', 'members', 'drooling', 'over', 'michael', 'idemoto', 'as', 'michael.']","[2.702062609357245, 2.54285539683525, 1.8812347881886429, 1.6311054000917755, 2.2961997193338357, 1.9472151823890733, 2.1512123124856126, 2.6703586793156426, 2.7411566373198744, 2.456278991649463, 1.9631162914232607, 1.8175389573372993, 1.9160414343596746, 1.8588129441904218, 2.3706038758521544, 1.4569995374414932, 1.8765249061732605, 1.7566449128350243, 2.4863373745898882, 2.7141447980171107, 1.8580348876455846]",positive,"[1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
132,132,41583,"[0, 17569, 8447, 858, 5326, 128, 29, 12099, 1848, 2116, 12, 417, 9828, 24888, 3300, 5, 2131, 30802, 2156, 5, 665, 36116, 31, 42, 46046, 3693, 10688, 479, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['rob', ""schneider's"", 'infantile', 'cross-dressing', 'routines', 'fill', 'the', 'hot', 'chick,', 'the', 'latest', 'gimmick', 'from', 'this', 'unimaginative', 'comedian.']","[0, 17569, 8447, 858, 5326, 128, 29, 12099, 1848, 2116, 12, 417, 9828, 24888, 3300, 5, 2131, 30802, 2156, 5, 665, 36116, 31, 42, 46046, 3693, 10688, 479, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['rob', ""schneider's"", 'infantile', 'cross-dressing', 'routines', 'fill', 'the', 'hot', 'chick,', 'the', 'latest', 'gimmick', 'from', 'this', 'unimaginative', 'comedian.']","[2.722188443409252, 2.6311533648360728, 1.8647961170765421, 2.0912925085670957, 1.9966156078537052, 2.311150802773091, 1.777809730233586, 2.466488923514619, 2.294774247971595, 2.5841160538621097, 1.7745631290464672, 2.5691244694806894, 1.9726922471953754, 1.9142034400314751, 2.670958558598727, 1.8717676648120547]",negative,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0]"
133,133,41627,"[0, 10999, 8, 33139, 1527, 31, 5, 120, 12, 2977, 479, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['bad', 'and', 'baffling', 'from', 'the', 'get-go.']","[0, 10999, 8, 33139, 1527, 31, 5, 120, 12, 2977, 479, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['bad', 'and', 'baffling', 'from', 'the', 'get-go.']","[5.364102485011253, 4.4709945809322305, 5.563974772386259, 5.104679811089655, 4.61606005020206, 5.457368550668294]",negative,"[0, 0, 1, 0, 0, 1]"
134,134,41831,"[0, 10669, 1782, 5, 822, 2156, 939, 64, 1137, 47, 14, 89, 128, 29, 117, 97, 1219, 596, 1268, 197, 15304, 21556, 24, 479, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['after', 'seeing', 'the', 'film,', 'i', 'can', 'tell', 'you', 'that', ""there's"", 'no', 'other', 'reason', 'why', 'anyone', 'should', 'bother', 'remembering', 'it.']","[0, 10669, 1782, 5, 822, 2156, 939, 64, 1137, 47, 14, 89, 128, 29, 117, 97, 1219, 596, 1268, 197, 15304, 21556, 24, 479, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['after', 'seeing', 'the', 'film,', 'i', 'can', 'tell', 'you', 'that', ""there's"", 'no', 'other', 'reason', 'why', 'anyone', 'should', 'bother', 'remembering', 'it.']","[3.956018695350414, 3.18539529206784, 3.524591628151177, 2.459804142502901, 2.399629763030334, 2.298235260287395, 2.308243371778855, 2.399772513673545, 2.4911700028511343, 2.9251465183250067, 2.5748338506660717, 2.702935075930432, 2.8322051641490735, 2.706416106241529, 2.1783586976498275, 2.024504293082454, 2.136104186720393, 2.4147881322436553, 2.387389730823028]",negative,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
135,135,41940,"[0, 23085, 1523, 2710, 9, 31264, 293, 23, 2210, 2356, 2156, 53, 89, 32, 117, 4133, 9, 295, 2161, 16444, 2156, 98, 1386, 5, 736, 12419, 201, 7, 41, 4374, 1672, 1368, 20305, 642, 20305, 479, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['cox', 'offers', 'plenty', 'of', 'glimpses', 'at', 'existing', 'photos,', 'but', 'there', 'are', 'no', 'movies', 'of', 'nijinsky,', 'so', 'instead', 'the', 'director', 'treats', 'us', 'to', 'an', 'aimless', 'hodgepodge.']","[0, 23085, 1523, 2710, 9, 31264, 293, 23, 2210, 2356, 2156, 53, 89, 32, 117, 4133, 9, 295, 2161, 16444, 2156, 98, 1386, 5, 736, 12419, 201, 7, 41, 4374, 1672, 1368, 20305, 642, 20305, 479, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['cox', 'offers', 'plenty', 'of', 'glimpses', 'at', 'existing', 'photos,', 'but', 'there', 'are', 'no', 'movies', 'of', 'nijinsky,', 'so', 'instead', 'the', 'director', 'treats', 'us', 'to', 'an', 'aimless', 'hodgepodge.']","[3.7027352566710645, 2.0554037377267353, 1.9328730765645028, 2.0236080495113553, 1.8455306214613296, 1.607582400404397, 2.001549552868201, 1.6388873586771762, 1.6820958390032619, 1.9196760856574189, 1.7381566984490897, 1.502849400233865, 1.5638538074200634, 1.8592028554557993, 1.6836975437091533, 2.1099056710881885, 1.9500025064908946, 2.0912117185152828, 2.173171603809592, 1.8584371455746436, 1.6077070468044947, 1.6852985695120077, 2.5896472238691586, 1.5565505543658327, 2.0524093937965864]",negative,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0]"
136,136,42335,"[0, 17165, 24115, 352, 2849, 12, 5489, 1666, 55, 533, 7, 30431, 10, 18754, 11, 40326, 87, 7, 2142, 143, 1481, 10744, 159, 39, 20625, 479, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['distinctly', 'sub-par...', 'more', 'likely', 'to', 'drown', 'a', 'viewer', 'in', 'boredom', 'than', 'to', 'send', 'any', 'shivers', 'down', 'his', 'spine.']","[0, 17165, 24115, 352, 2849, 12, 5489, 1666, 55, 533, 7, 30431, 10, 18754, 11, 40326, 87, 7, 2142, 143, 1481, 10744, 159, 39, 20625, 479, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['distinctly', 'sub-par...', 'more', 'likely', 'to', 'drown', 'a', 'viewer', 'in', 'boredom', 'than', 'to', 'send', 'any', 'shivers', 'down', 'his', 'spine.']","[2.5989156366518618, 3.239533285360141, 2.2632969011268136, 2.11868283177378, 2.440672350127488, 2.037961096215468, 2.113087885512333, 2.3946582481512024, 2.4922063273143964, 3.8238494808412082, 3.3788923121877783, 2.3643138983617122, 2.2660604151874058, 2.7385674746832107, 2.053690414002243, 2.2420035234122495, 3.7040680388497704, 2.234065522993203]",negative,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0]"
137,137,42555,"[0, 3341, 39945, 219, 5718, 24442, 2156, 28699, 241, 782, 7, 185, 10, 205, 14711, 7, 14246, 39, 25306, 3360, 137, 39, 220, 5012, 8, 2145, 5, 7079, 9, 5, 7610, 3121, 29499, 479, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['like', 'rudy', 'yellow', 'lodge,', 'eyre', 'needs', 'to', 'take', 'a', 'good', 'sweat', 'to', 'clarify', 'his', 'cinematic', 'vision', 'before', 'his', 'next', 'creation', 'and', 'remember', 'the', 'lessons', 'of', 'the', 'trickster', 'spider.']","[0, 3341, 39945, 219, 5718, 24442, 2156, 28699, 241, 782, 7, 185, 10, 205, 14711, 7, 14246, 39, 25306, 3360, 137, 39, 220, 5012, 8, 2145, 5, 7079, 9, 5, 7610, 3121, 29499, 479, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['like', 'rudy', 'yellow', 'lodge,', 'eyre', 'needs', 'to', 'take', 'a', 'good', 'sweat', 'to', 'clarify', 'his', 'cinematic', 'vision', 'before', 'his', 'next', 'creation', 'and', 'remember', 'the', 'lessons', 'of', 'the', 'trickster', 'spider.']","[1.859017576405294, 2.7930186863002655, 2.2858324950395246, 1.54961444534895, 1.912512947203273, 1.9281302108237286, 2.2379629549693183, 2.3323212399349877, 2.0664922826959193, 3.187338840280936, 1.978923932552946, 1.825733705748188, 1.5171127043041028, 2.030690447475728, 2.8662973449187104, 2.160189229369626, 1.7609660223625931, 1.5872361077405381, 1.5283818497996664, 1.7045202162157387, 1.507303217536816, 1.664100928224853, 1.5413465255993415, 1.83106960995102, 1.518630127035044, 2.3342016371950196, 1.6092997879110078, 2.7402537961268125]",negative,"[0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]"
138,138,42813,"[0, 23181, 2156, 127, 4045, 34, 98, 171, 16855, 24, 74, 28, 1365, 13, 4853, 7, 27373, 24, 479, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['bread,', 'my', 'sweet', 'has', 'so', 'many', 'flaws', 'it', 'would', 'be', 'easy', 'for', 'critics', 'to', 'shred', 'it.']","[0, 23181, 2156, 127, 4045, 34, 98, 171, 16855, 24, 74, 28, 1365, 13, 4853, 7, 27373, 24, 479, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['bread,', 'my', 'sweet', 'has', 'so', 'many', 'flaws', 'it', 'would', 'be', 'easy', 'for', 'critics', 'to', 'shred', 'it.']","[4.893299356832859, 3.7150803643962806, 2.418952796132664, 2.5766873663035783, 2.708469359522265, 2.5176926701366344, 3.2250406462783645, 3.0300105048483204, 3.33290093733723, 2.7293341581039647, 3.1725160348028414, 2.671992841189081, 2.9913113534644475, 2.5053305181649312, 4.62007701849451, 2.6978031373375586]",negative,"[1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0]"
139,139,43065,"[0, 405, 16, 15835, 352, 9515, 40485, 8, 542, 1342, 2399, 8173, 7, 1183, 1692, 12, 1580, 8, 2530, 604, 4076, 7, 7400, 2156, 38768, 15, 3980, 2156, 741, 4, 29, 4, 65, 277, 8, 342, 15, 10, 311, 11, 8386, 479, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['it', 'is', 'supremely', 'unfunny', 'and', 'unentertaining', 'to', 'watch', 'middle-age', 'and', 'older', 'men', 'drink', 'to', 'excess,', 'piss', 'on', 'trees,', 'b.s.', 'one', 'another', 'and', 'put', 'on', 'a', 'show', 'in', 'drag.']","[0, 405, 16, 15835, 352, 9515, 40485, 8, 542, 1342, 2399, 8173, 7, 1183, 1692, 12, 1580, 8, 2530, 604, 4076, 7, 7400, 2156, 38768, 15, 3980, 2156, 741, 4, 29, 4, 65, 277, 8, 342, 15, 10, 311, 11, 8386, 479, 1437, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['it', 'is', 'supremely', 'unfunny', 'and', 'unentertaining', 'to', 'watch', 'middle-age', 'and', 'older', 'men', 'drink', 'to', 'excess,', 'piss', 'on', 'trees,', 'b.s.', 'one', 'another', 'and', 'put', 'on', 'a', 'show', 'in', 'drag.']","[1.739500501560611, 1.5373405311256692, 2.391756217474919, 1.4803671380287162, 1.5649807522748864, 1.5640421688823618, 1.6439389935159523, 1.6024139738488938, 1.8988961772811883, 2.016264061363558, 1.9952327611020284, 2.6197102949314175, 1.6192752987757837, 1.4489278226087552, 1.6144947281163808, 1.5438515767441088, 1.618155959567667, 1.3523560412135827, 1.46900926962116, 1.8424208556076642, 2.5836862371035965, 1.8758853752553821, 1.5608067056442143, 1.680784119755772, 1.5742099043972506, 1.4402268875891933, 1.7541230041004219, 1.45318191079907]",negative,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
