,originaldata_id,tokens_input_ids,tokens_input,tokens_merged,attention,label
124,r2-0019443,"[2, 1376, 91, 14563, 92, 162, 2631, 70, 5173, 3771, 11765, 187, 32, 25, 21, 374, 209, 9, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['hope', 'more', 'folks', 'can', 'go', 'check', 'out', 'holisticfit!', 'it', 'is', 'a', 'great', 'place.']","['hope', 'more', 'folks', 'can', 'go', 'check', 'out', 'holisticfit!', 'it', 'is', 'a', 'great', 'place.']","[2.6368518640681025, 1.6091416894372694, 2.143952250870314, 1.8106277124929822, 1.5194392516622175, 1.7716537165940076, 1.1642821755846016, 1.5567812294278658, 1.5783324991032062, 1.4440360626572646, 3.0819909416633298, 1.90515664174847, 1.9591977842163986]",positive
125,r2-0019444,"[2, 95, 46, 3935, 20, 57, 40, 5289, 85, 35, 48, 2157, 8, 7432, 3284, 15, 47, 318, 8128, 23, 21, 1142, 8345, 5092, 1294, 9, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['we', 'were', 'hoping', 'to', 'have', 'an', 'amazing', 'time', 'at', 'this', 'highly-rated', 'restaurant,', 'but', 'our', 'server', 'was', 'a', 'bit', 'frazzled.']","['we', 'were', 'hoping', 'to', 'have', 'an', 'amazing', 'time', 'at', 'this', 'highly-rated', 'restaurant,', 'but', 'our', 'server', 'was', 'a', 'bit', 'frazzled.']","[2.0166702797162768, 1.63595189902799, 1.8798709086614092, 1.2897786809893792, 1.3549849747903429, 1.0889803052485953, 1.625245939218457, 0.9791863223241019, 1.3332409517523016, 1.3456863586202648, 1.2751976106832579, 1.3046178138901954, 1.7590364964075949, 1.9049944190692543, 1.7958963067103726, 2.1877052722286163, 1.716579372809781, 1.8176544776636425, 1.7157629479637264]",negative
126,r2-0019445,"[2, 158, 3662, 29, 803, 20, 4273, 1936, 50, 52, 26, 1276, 72, 1437, 22, 38, 259, 20, 583, 101, 18918, 9, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['these', 'rooms', 'with', 'floor', 'to', 'ceiling', 'windows', 'are', 'not', 'for', 'anyone', 'who', ""doesn't"", 'want', 'to', 'feel', 'like', 'royalty.']","['these', 'rooms', 'with', 'floor', 'to', 'ceiling', 'windows', 'are', 'not', 'for', 'anyone', 'who', ""doesn't"", 'want', 'to', 'feel', 'like', 'royalty.']","[2.599936801883741, 2.595961138284116, 1.7068189903239337, 1.2303692146317051, 1.4117717259293943, 1.3384835267976822, 1.6885847618055512, 2.215362636264655, 1.468450706051372, 1.8630157152989146, 1.9706534392839665, 1.7751915682423385, 1.966918087074502, 1.4317197757635445, 1.367306304072451, 1.5708694866106212, 1.4984643919701857, 1.570446779350591]",negative
127,r2-0019446,"[2, 14, 408, 2473, 1105, 526, 22, 38, 8928, 9, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['the', 'lettuce', ""wasn't"", 'washed.']","['the', 'lettuce', ""wasn't"", 'washed.']","[3.441267764462138, 2.702622399079469, 1.9105409710524046, 2.46534169543779]",negative
128,r2-0019448,"[2, 42, 230, 22, 38, 162, 229, 7288, 19015, 185, 14, 950, 3576, 18, 101, 15707, 22, 18, 8233, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['you', ""won't"", 'go', 'away', 'hungry!!', 'because', 'the', 'food', 'tastes', 'like', ""grandma's"", 'cooking']","['you', ""won't"", 'go', 'away', 'hungry!!', 'because', 'the', 'food', 'tastes', 'like', ""grandma's"", 'cooking']","[2.4844455102217777, 1.8679777444309493, 1.3653946175254021, 1.51143181710946, 1.5315446200125096, 1.3166121817587395, 1.753908795698641, 3.3731945445131704, 2.586974621322774, 2.4374060112395193, 1.5492601321918287, 1.854675627400205]",positive
129,r2-0019451,"[2, 31, 470, 51, 1787, 51, 14463, 23, 374, 15, 31, 9615, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['i', 'told', 'my', 'dad', 'my', 'burger', 'was', 'great,', 'i', 'lied']","['i', 'told', 'my', 'dad', 'my', 'burger', 'was', 'great,', 'i', 'lied']","[2.869694850293633, 3.272428527448532, 2.073582166897232, 2.376768077135429, 2.2366709547322796, 2.866203574730471, 2.5250773370923083, 1.9031605862316379, 3.239059354768492, 2.6058594094556464]",negative
130,r2-0019452,"[2, 31, 2157, 12360, 5378, 1407, 26, 154, 1463, 5353, 1203, 2274, 100, 42, 339, 142, 4789, 101, 42, 50, 13, 6899, 2451, 579, 9, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['i', 'highly', 'recommend', 'cutting', 'edge', 'for', 'your', 'window', 'tinting', 'needs', 'if', 'you', 'love', 'being', 'treated', 'like', 'you', 'are', 'expendable.']","['i', 'highly', 'recommend', 'cutting', 'edge', 'for', 'your', 'window', 'tinting', 'needs', 'if', 'you', 'love', 'being', 'treated', 'like', 'you', 'are', 'expendable.']","[1.8000252706703441, 1.5705599672349797, 2.451129750364587, 1.272522064955137, 1.2518210765088078, 1.6207153070519331, 1.5351032973999161, 1.1978023800132414, 1.4675440819569145, 1.3956200004070203, 1.8173535374002148, 1.715143221970962, 1.5876966910295307, 1.9382219937145093, 1.5103140673172504, 1.5069885176978692, 1.4308713097155588, 1.6612172638085918, 1.6734114387932506]",negative
131,r2-0019453,"[2, 31, 3144, 51, 7242, 229, 166, 362, 31, 23, 510, 7288, 17, 14, 2162, 23, 145, 21, 8680, 9, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['i', 'threw', 'my', 'meal', 'away', 'even', 'though', 'i', 'was', 'really', 'hungry', 'and', 'the', 'price', 'was', 'such', 'a', 'steal.']","['i', 'threw', 'my', 'meal', 'away', 'even', 'though', 'i', 'was', 'really', 'hungry', 'and', 'the', 'price', 'was', 'such', 'a', 'steal.']","[2.4773879890162886, 2.1232734860365023, 1.6585315945121584, 1.9608108855365158, 1.4753915151947798, 1.7161166853954486, 1.444709261296868, 1.5908754177230862, 1.5500719727568635, 1.3997016023737119, 1.7844396887516258, 1.7983712754209145, 1.7522584633405096, 1.856252918497277, 1.8635593810254905, 1.3747905108760639, 1.7130794697003424, 2.279845505491947]",positive
132,r2-0019456,"[2, 53, 14791, 45, 14, 695, 35, 14, 431, 2911, 1637, 13431, 2483, 44, 21, 265, 91, 4753, 17, 1918, 579, 88, 14, 2374, 293, 9, 39, 2274, 20, 6098, 71, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['one', 'critique:', 'the', 'girl', 'at', 'the', 'front', 'desk', '*could*', 'be', 'a', 'little', 'more', 'friendly', 'and', 'knowledgeable', 'about', 'the', 'product', 'line.', 'she', 'needs', 'to', 'fix', 'up']","['one', 'critique:', 'the', 'girl', 'at', 'the', 'front', 'desk', '*could*', 'be', 'a', 'little', 'more', 'friendly', 'and', 'knowledgeable', 'about', 'the', 'product', 'line.', 'she', 'needs', 'to', 'fix', 'up']","[1.4760688587907365, 2.0998817122980222, 2.648593072639874, 1.6363142995068847, 1.8177118216143218, 1.2643727622071375, 1.0565111653866934, 1.0256802925567032, 1.0048839079117242, 1.9440031128366784, 1.6018497049254043, 1.5254904690603512, 1.4066326801541948, 1.0609724208284559, 1.2826638159985102, 1.012085944302716, 1.474818030484321, 1.2329667594453921, 1.0904537577107247, 1.2796815164750455, 1.533297830561406, 1.2764728999079342, 1.3096605188330928, 1.2848731652536816, 3.6121320161238737]",negative
133,r2-0019457,"[2, 100, 31, 22, 79, 462, 97, 19, 14, 6014, 118, 18, 5987, 11816, 217, 31, 22, 211, 4939, 1372, 32, 21, 2139, 188, 9, 339, 32, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['if', ""i'm"", 'ever', 'back', 'in', 'the', 'phoenix/scottsdale', 'area', ""i'll"", 'definitely', 'pay', 'it', 'a', 'visit', 'again.', 'love', 'it']","['if', ""i'm"", 'ever', 'back', 'in', 'the', 'phoenix/scottsdale', 'area', ""i'll"", 'definitely', 'pay', 'it', 'a', 'visit', 'again.', 'love', 'it']","[2.121845639733504, 1.485855129632353, 1.087171850793157, 1.137860304375415, 1.6404621651349591, 1.3512035781452685, 1.443076419389482, 1.4136599643224788, 1.4268462323584457, 1.3737010029403145, 0.8665925922668003, 1.2297360364035483, 1.264362716965366, 1.3177680934465659, 1.8648163819745556, 1.1729277155239588, 1.7447536206353853]",positive
134,r2-0019458,"[2, 51, 883, 3532, 254, 29, 105, 23229, 18, 100, 42, 162, 235, 1349, 26, 61, 9, 24, 25, 2700, 9, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['my', 'boy', 'anthony', 'good', 'with', 'them', 'clippers', 'if', 'you', 'go', 'here', 'ask', 'for', 'him.', 'he', 'is', 'cool.']","['my', 'boy', 'anthony', 'good', 'with', 'them', 'clippers', 'if', 'you', 'go', 'here', 'ask', 'for', 'him.', 'he', 'is', 'cool.']","[2.2111989842583464, 2.0327709569130974, 1.734517008632338, 1.6328093986591512, 1.50811130043716, 1.3705648281954004, 1.566617556619277, 1.3301076209256688, 1.8639624260130967, 1.6865265301301173, 1.3689420897561104, 1.4520547904695529, 1.926906769102486, 1.7252012786667466, 1.4992710941222736, 3.1440822573169656, 1.9541216687553917]",positive
135,r2-0019459,"[2, 14, 24761, 23, 254, 17, 32, 23, 9240, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['the', 'bake', 'was', 'good', 'and', 'it', 'was', 'enable']","['the', 'bake', 'was', 'good', 'and', 'it', 'was', 'enable']","[3.7809248668242628, 4.042475211128761, 3.0400193585999338, 2.4850513822587623, 2.670441523415678, 2.588761736964527, 2.977593949554849, 4.713498982505936]",positive
136,r2-0019460,"[2, 31, 92, 22, 38, 510, 1518, 186, 4421, 2841, 128, 14, 20016, 17, 23698, 22408, 15, 47, 80, 23, 21, 4421, 12714, 2841, 128, 273, 81, 9, 31, 23, 9644, 9, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['i', ""can't"", 'really', 'remember', 'any', 'distinct', 'difference', 'between', 'the', 'walnut', 'and', 'almond', 'flavour,', 'but', 'there', 'was', 'a', 'distinct', 'texture', 'difference', 'between', 'those', 'two.', 'i', 'was', 'disappointed.']","['i', ""can't"", 'really', 'remember', 'any', 'distinct', 'difference', 'between', 'the', 'walnut', 'and', 'almond', 'flavour,', 'but', 'there', 'was', 'a', 'distinct', 'texture', 'difference', 'between', 'those', 'two.', 'i', 'was', 'disappointed.']","[1.5740587847693241, 1.2031271825484349, 1.076100952887386, 1.151651050763202, 1.0444160767439832, 1.701861820338326, 1.284023314340981, 1.2905390047469643, 1.1456208002826176, 1.5034856843845796, 1.2096650973212506, 1.3550576122447804, 1.3032933995297458, 1.4139297754269167, 2.387980064610443, 1.4698530596192316, 1.6876017153349068, 1.1774798983113224, 1.240375178716513, 1.0405284818197535, 1.4612467807637473, 1.193969736261674, 1.2803383301040139, 1.46971428497792, 1.4949533132691863, 1.2109206805546588]",negative
137,r2-0019461,"[2, 31, 2321, 59, 223, 22, 38, 3256, 875, 27, 646, 6070, 68, 9, 32, 25, 266, 3414, 235, 9, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['i', 'guess', 'they', ""didn't"", 'spend', 'money', 'on', 'sound', 'proofing.', 'it', 'is', 'too', 'loud', 'here.']","['i', 'guess', 'they', ""didn't"", 'spend', 'money', 'on', 'sound', 'proofing.', 'it', 'is', 'too', 'loud', 'here.']","[1.842882860973808, 2.100563409937889, 1.7825865261467042, 1.6367277175800798, 1.3790931744456563, 1.4646444728687442, 1.9024574258315854, 1.1949989862402859, 1.2941832622082918, 1.1814153253010984, 1.3371625366513065, 1.3419012269436805, 3.0655222593061064, 1.7586099637420258]",negative
138,r2-0019463,"[2, 31, 101, 20, 2749, 109, 950, 19, 14, 153, 2305, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['i', 'like', 'to', 'eat', 'some', 'food', 'in', 'the', 'second', 'trip']","['i', 'like', 'to', 'eat', 'some', 'food', 'in', 'the', 'second', 'trip']","[3.8241139386495546, 2.4111477967881623, 2.4151841802239935, 2.550083593268077, 1.9082407173847882, 1.8376721543729866, 2.482183767024994, 2.508887717150435, 2.740052314193664, 3.2934713679060863]",neutral
139,r2-0019464,"[2, 14, 480, 17568, 18, 46, 253, 621, 26, 51, 4455, 695, 15, 59, 83, 57, 74, 574, 100, 59, 46, 52, 16390, 76, 59, 1568, 9, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['the', 'cupcakes', 'were', 'very', 'special', 'for', 'my', 'birthday', 'girl,', 'they', 'would', 'have', 'been', 'better', 'if', 'they', 'were', 'not', 'smashed', 'when', 'they', 'arrived.']","['the', 'cupcakes', 'were', 'very', 'special', 'for', 'my', 'birthday', 'girl,', 'they', 'would', 'have', 'been', 'better', 'if', 'they', 'were', 'not', 'smashed', 'when', 'they', 'arrived.']","[2.0308317030345937, 1.4962062621040433, 1.5352074357299406, 1.2564819477068396, 1.779602304532004, 1.2219829691492208, 1.2697902584617824, 1.5428006170356408, 1.4364131139178937, 1.6956709362146665, 1.5194437308504778, 1.9143063353462313, 1.5975679036156882, 1.669569669841254, 1.3112037783348751, 1.4248496996628879, 1.3614389715288993, 1.7441821696630526, 1.2984530730353727, 1.3334867244880129, 1.1603740953519257, 2.0900589197853905]",positive
140,r2-0019465,"[2, 48, 209, 25, 1017, 86, 212, 253, 2221, 7214, 37, 1266, 15, 47, 31, 216, 32, 91, 12028, 20, 767, 17, 162, 213, 119, 2066, 80, 9, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['this', 'place', 'is', 'getting', 'so', 'much', 'very', 'positive', 'praise', 'from', 'everyone,', 'but', 'i', 'found', 'it', 'more', 'exciting', 'to', 'leave', 'and', 'go', 'home', 'than', 'sit', 'there.']","['this', 'place', 'is', 'getting', 'so', 'much', 'very', 'positive', 'praise', 'from', 'everyone,', 'but', 'i', 'found', 'it', 'more', 'exciting', 'to', 'leave', 'and', 'go', 'home', 'than', 'sit', 'there.']","[1.7845194150154249, 1.6328906935402097, 1.7907799823275903, 1.4941708530947047, 1.1273186656444072, 1.0652093227548471, 1.1300947897746352, 1.8094486127536435, 1.7563314405904444, 1.2340443888123043, 1.3792600122855438, 1.574266380240454, 1.8379060910782623, 1.6764085252814591, 1.682337566855896, 1.4558161139411248, 1.2803725371697605, 2.067677498739642, 1.4607968631790653, 1.407929943639077, 1.477480332025127, 1.4840503711339303, 1.2974799200170708, 1.7734842892173208, 1.7789537337423107]",negative
141,r2-0019467,"[2, 14, 22186, 43, 23541, 2905, 23, 3576, 923, 9, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['the', 'grilled', 'calamari', 'was', 'tasteless.']","['the', 'grilled', 'calamari', 'was', 'tasteless.']","[3.772388962262562, 3.0717142996636944, 1.995791347976276, 2.574798121718585, 2.2800848293801823]",negative
142,r2-0019469,"[2, 48, 223, 22, 38, 2949, 51, 11060, 266, 212, 9, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['this', ""didn't"", 'catch', 'my', 'senses', 'too', 'much.']","['this', ""didn't"", 'catch', 'my', 'senses', 'too', 'much.']","[2.898502006477193, 3.053037814915587, 2.162176461655452, 2.1796774386742044, 2.2212914396734496, 2.5657681254385376, 2.7006746199613723]",negative
