,Unnamed: 0,originaldata_id,ids,tokens_input,tokens_input_ids,tokens_merged,attention,label,rationale_binary
201,201,r2-0019548,"[0, 100, 2813, 38, 1467, 141, 7, 146, 5, 13204, 13, 5, 13153, 8, 24042, 22189, 10386, 8, 17927, 4230, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['I', 'wish', 'I', 'knew', 'how', 'to', 'make', 'the', 'recipes', 'for', 'the', 'salad', 'and', 'spicy', 'peanut', 'dressing', 'and', 'dessert', 'selection.']","[0, 100, 2813, 38, 1467, 141, 7, 146, 5, 13204, 13, 5, 13153, 8, 24042, 22189, 10386, 8, 17927, 4230, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['I', 'wish', 'I', 'knew', 'how', 'to', 'make', 'the', 'recipes', 'for', 'the', 'salad', 'and', 'spicy', 'peanut', 'dressing', 'and', 'dessert', 'selection.']","[1.778429304771914, 2.4563881570861175, 1.5503693564529957, 1.6398371939837921, 1.5967206177635034, 3.720896458705013, 1.8596832356472357, 1.8754945821023508, 2.8144474173084384, 2.2188957636835984, 1.8888273190995417, 2.540674644773601, 1.8353298407440182, 3.127423998751931, 2.7704001359408275, 2.2636808313805834, 1.857341408020024, 2.9822425300282736, 2.438166602622638]",negative,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0]"
202,202,r2-0019549,"[0, 133, 317, 16, 182, 205, 14, 38, 236, 7, 1137, 5, 813, 15, 141, 372, 51, 32, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['The', 'place', 'is', 'very', 'good', 'that', 'I', 'want', 'to', 'tell', 'the', 'staff', 'on', 'how', 'great', 'they', 'are.']","[0, 133, 317, 16, 182, 205, 14, 38, 236, 7, 1137, 5, 813, 15, 141, 372, 51, 32, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['The', 'place', 'is', 'very', 'good', 'that', 'I', 'want', 'to', 'tell', 'the', 'staff', 'on', 'how', 'great', 'they', 'are.']","[2.3100307413961287, 2.5336963410798563, 1.9333484367408373, 1.7284196356006392, 1.8345524457679006, 2.4293774494284412, 1.8471523316243972, 2.0442641601605596, 4.145570030600075, 2.5856516268595837, 2.238423359843827, 3.3712561338351223, 2.2729362805210154, 1.73184933586425, 1.8255164086614108, 2.0289852700702253, 2.15400678929869]",positive,"[1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0]"
203,203,r2-0019550,"[0, 133, 1318, 21, 689, 21, 6587, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['The', 'quality', 'was', 'food', 'was', 'terrible']","[0, 133, 1318, 21, 689, 21, 6587, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['The', 'quality', 'was', 'food', 'was', 'terrible']","[3.8328407965725098, 5.601106058446014, 3.350840571763081, 4.484130681755519, 3.21616153648397, 3.9267142686836416]",negative,"[0, 1, 0, 1, 0, 0]"
204,204,r2-0019551,"[0, 243, 21, 4206, 8, 1307, 14566, 38, 56, 9885, 38, 56, 1240, 5, 363, 15, 5, 11471, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['It', 'was', 'excellent', 'and', 'huge', 'portions', 'I', 'had', 'forgotten', 'I', 'had', 'spent', 'the', 'night', 'on', 'the', 'toilet.']","[0, 243, 21, 4206, 8, 1307, 14566, 38, 56, 9885, 38, 56, 1240, 5, 363, 15, 5, 11471, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['It', 'was', 'excellent', 'and', 'huge', 'portions', 'I', 'had', 'forgotten', 'I', 'had', 'spent', 'the', 'night', 'on', 'the', 'toilet.']","[2.0137256426112176, 1.8657771381360533, 2.34703479046875, 2.122009606430751, 1.9524372839138793, 3.2289571807839947, 1.7754119377539073, 2.0667216259601937, 3.0686503017581996, 1.8086330754451898, 2.000123798092908, 2.099919508426672, 1.8521223002609328, 1.6568999540087754, 2.0056625472501577, 1.8604055728540831, 4.0136466493577165]",positive,"[0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1]"
205,205,r2-0019552,"[0, 9058, 97, 9248, 58, 4005, 137, 52, 58, 4005, 6, 52, 376, 11, 78, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['Two', 'other', 'tables', 'were', 'sat', 'before', 'we', 'were', 'sat,', 'we', 'came', 'in', 'first.']","[0, 9058, 97, 9248, 58, 4005, 137, 52, 58, 4005, 6, 52, 376, 11, 78, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['Two', 'other', 'tables', 'were', 'sat', 'before', 'we', 'were', 'sat,', 'we', 'came', 'in', 'first.']","[2.7721488068795748, 2.154013936207994, 3.488918624227352, 2.2139271134592615, 2.9555802296960207, 2.688710510162486, 1.9611649056406912, 2.331513449281903, 3.384133060993443, 2.977480993808162, 2.091898129593312, 2.333092041247146, 2.4581122330334946]",neutral,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0]"
206,206,r2-0019553,"[0, 243, 16, 10, 372, 2391, 317, 7, 3529, 751, 114, 47, 657, 16016, 8, 19499, 11, 110, 652, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['It', 'is', 'a', 'great', 'restaurant', 'place', 'to', 'eat', 'outside', 'if', 'you', 'love', 'flies', 'and', 'bees', 'in', 'your', 'face.']","[0, 243, 16, 10, 372, 2391, 317, 7, 3529, 751, 114, 47, 657, 16016, 8, 19499, 11, 110, 652, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['It', 'is', 'a', 'great', 'restaurant', 'place', 'to', 'eat', 'outside', 'if', 'you', 'love', 'flies', 'and', 'bees', 'in', 'your', 'face.']","[2.07804166882336, 1.8302324999805177, 1.8758514546062464, 1.8435617375384077, 2.506035867139215, 1.9141010272622565, 4.005824814426223, 2.5097638097915613, 2.2966246614229853, 2.1887874538068983, 1.8132465216692037, 2.0816813713762476, 3.0319744442591703, 2.0138949356352867, 3.2119890333309606, 2.0199515206406886, 1.8351868888424492, 2.6670580153335037]",negative,"[0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1]"
207,207,r2-0019554,"[0, 2387, 1441, 8, 38, 58, 546, 13, 402, 7, 3529, 71, 10, 1569, 628, 23, 363, 8, 52, 770, 402, 6162, 4, 85, 21, 1531, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['My', 'friend', 'and', 'I', 'were', 'looking', 'for', 'something', 'to', 'eat', 'after', 'a', 'movie', 'late', 'at', 'night', 'and', 'we', 'wanted', 'something', 'cheap.', 'It', 'was', 'fun.']","[0, 2387, 1441, 8, 38, 58, 546, 13, 402, 7, 3529, 71, 10, 1569, 628, 23, 363, 8, 52, 770, 402, 6162, 4, 85, 21, 1531, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['My', 'friend', 'and', 'I', 'were', 'looking', 'for', 'something', 'to', 'eat', 'after', 'a', 'movie', 'late', 'at', 'night', 'and', 'we', 'wanted', 'something', 'cheap.', 'It', 'was', 'fun.']","[1.8934552874954034, 2.379193840765365, 1.866027798736724, 1.4600606806723628, 1.7386001159008297, 1.7813051387703467, 1.9320987675270327, 1.7569198219936852, 3.6586618314407673, 2.327877616308447, 2.129598130236372, 1.6040732992695996, 1.8368818352451088, 1.8333874750391328, 1.7730737561521692, 1.4651926129599047, 1.7893010826976201, 1.523635076641605, 1.9462987434096077, 1.5704048941576125, 2.1028097222103814, 2.3685713524707452, 1.58969217555571, 1.4543143605787063]",positive,"[0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0]"
208,208,r2-0019556,"[0, 100, 64, 75, 213, 11, 396, 2159, 402, 19, 127, 1804, 19488, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['I', ""can't"", 'go', 'in', 'without', 'buying', 'something', 'with', 'my', 'limited', 'allowance.']","[0, 100, 64, 75, 213, 11, 396, 2159, 402, 19, 127, 1804, 19488, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['I', ""can't"", 'go', 'in', 'without', 'buying', 'something', 'with', 'my', 'limited', 'allowance.']","[2.374632256031899, 2.304397332297358, 2.6602761036209097, 2.023720758218864, 2.6067117723465385, 2.5383605866114913, 3.0303028777825918, 2.3131616820540533, 2.968803014014206, 2.2180305683008594, 2.245693605259825]",neutral,"[0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0]"
209,209,r2-0019557,"[0, 713, 16, 127, 6756, 1409, 8, 127, 2674, 2391, 4, 2638, 24, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['This', 'is', 'my', 'hubby', 'and', 'my', 'favorite', 'restaurant.', 'loved', 'it']","[0, 713, 16, 127, 6756, 1409, 8, 127, 2674, 2391, 4, 2638, 24, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['This', 'is', 'my', 'hubby', 'and', 'my', 'favorite', 'restaurant.', 'loved', 'it']","[2.6637477182923677, 2.262767488936691, 2.014155520801657, 2.9160129885038923, 3.6142978169118396, 2.482870441014873, 2.0489029421971803, 3.5876705525486527, 3.3876935208451835, 4.184240710676447]",positive,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 1]"
210,210,r2-0019558,"[0, 35299, 28, 10, 2497, 317, 7, 13146, 19, 964, 8, 5, 449, 1742, 5361, 429, 45, 28, 25, 11385, 25, 47, 74, 1057, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['Could', 'be', 'a', 'Good', 'place', 'to', 'chill', 'with', 'friends', 'and', 'the', 'karaoke', 'might', 'not', 'be', 'as', 'horrible', 'as', 'you', 'would', 'expect.']","[0, 35299, 28, 10, 2497, 317, 7, 13146, 19, 964, 8, 5, 449, 1742, 5361, 429, 45, 28, 25, 11385, 25, 47, 74, 1057, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['Could', 'be', 'a', 'Good', 'place', 'to', 'chill', 'with', 'friends', 'and', 'the', 'karaoke', 'might', 'not', 'be', 'as', 'horrible', 'as', 'you', 'would', 'expect.']","[3.258839710597061, 1.6632922982485145, 1.7199725572645044, 1.9142906275691103, 1.6562069826864014, 3.727295579887685, 2.939408298483387, 2.1608097162641204, 2.0973708010196077, 2.011675002601379, 1.8467540686110033, 1.6170493569797026, 2.064486044676649, 2.227893662708778, 1.7439452596662015, 1.325997075551179, 1.4641447516114954, 1.6451481663819607, 2.366711256523822, 1.6410385597389647, 1.4345683557114026]",positive,"[1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
211,211,r2-0019559,"[0, 100, 348, 57, 7, 42, 2259, 484, 498, 8, 38, 465, 5, 544, 1605, 1099, 4, 6587, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[""I've"", 'been', 'to', 'this', 'location', 'several', 'times', 'and', 'I', 'find', 'the', 'service', 'particularly', 'bad.', 'terrible']","[0, 100, 348, 57, 7, 42, 2259, 484, 498, 8, 38, 465, 5, 544, 1605, 1099, 4, 6587, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[""I've"", 'been', 'to', 'this', 'location', 'several', 'times', 'and', 'I', 'find', 'the', 'service', 'particularly', 'bad.', 'terrible']","[2.120738426722433, 2.147184983602824, 2.065395003541973, 4.230198897828035, 2.1055759394769704, 2.670817332467465, 2.241178820418409, 2.5645590416705812, 2.4400069404455467, 1.905562771451269, 2.175587280203848, 2.230989332157061, 2.8441321043504155, 2.0554291332642607, 2.0107687415883473]",negative,"[0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0]"
212,212,r2-0019561,"[0, 1185, 64, 120, 5, 689, 7246, 142, 51, 109, 185, 31822, 4, 99, 16, 15, 110, 1508, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['You', 'can', 'get', 'the', 'food', 'cheaper', 'because', 'they', 'do', 'take', 'coupons.', 'what', 'is', 'on', 'your', 'mind']","[0, 1185, 64, 120, 5, 689, 7246, 142, 51, 109, 185, 31822, 4, 99, 16, 15, 110, 1508, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['You', 'can', 'get', 'the', 'food', 'cheaper', 'because', 'they', 'do', 'take', 'coupons.', 'what', 'is', 'on', 'your', 'mind']","[2.2877232340988956, 1.982684151455597, 1.7247336219098612, 2.0535736689008437, 2.5076893855395466, 3.1378387182788376, 2.192362565205443, 2.0120360055155992, 1.8828438789315862, 2.1840672072834204, 4.790080344304934, 3.429094408362155, 1.8707989735451522, 1.8626828037895458, 2.1086879420210893, 1.9551197039315773]",neutral,"[1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
